,text,lang,place_lat,place_lon,place_type,country,in_reply_to_user_id_str,user_id_str,followers_count,verified,pronoun,created_at,location,description
27895,tio cambiele la contraseña al face usted tiene ganas de que no me den comida hoy jajajajjajajaja,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,398,False,ud,2015-07-26 23:46:00,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
4348,tu eres bandia la mujer que jugo con mi vida popo a poco tu me ilusionaste y ahora entiendo que enamorarme de ti fue un error u266bu25bau266a,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,395,False,tu,2015-07-30 01:26:19,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
28431,#quédeseconquien l @trate biense preocupe por ustedle guste hablar con usted y sobre todo que cuando tengan un problema trate de arreglarlo,es,4.262283503,-74.24367099999999,city,Colombia,NA,1049311202,395,False,ud,2015-07-30 02:28:19,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
5695,todo pero contigo,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,401,False,tu,2015-08-02 22:21:46,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
29424,@juanitagiraldo9 @camilamarin99 pero si ve usted como es maldita sea ya me iba a arreglar,es,5.056934001,-75.560285,city,Colombia,1905361548,1049311202,401,False,ud,2015-08-02 23:56:39,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
8410,solo tú los aldeanos u266bu25bau266a,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,403,False,tu,2015-08-11 02:12:48,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
8425,los segundos son meceslos meces son añoslos años son siglos amp los siglos si ti una eternidad u266bu266a,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,403,False,tu,2015-08-11 02:16:10,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
31962,yo lo quiero a usted y,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,409,False,ud,2015-08-14 15:19:43,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
35166,a usted no le gustan las tardes asi pues a mi siii u263a u2665,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,410,False,ud,2015-08-22 23:55:19,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
32650,el karma va a hacer que usted se case o con un sureño o con brahian exclamo mi mama jajajajaj,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,410,False,ud,2015-08-26 01:15:52,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
36708,@lauracospina99 jajaja vdd severos viajes,es,5.056934001,-75.560285,city,Colombia,1049311202,880373292,105,False,ud,2015-09-01 23:07:36,,<U+2661>STR8LTV<U+2661>
36713,yo a usted lo vi el domingo y usted se me hizo el pendejo como estaba por hay el amor,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,406,False,ud,2015-09-01 23:10:03,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
16215,soy capaz de lo incapaz por ti mi cielo u266bu25bau2665u266a,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,406,False,tu,2015-09-01 23:35:29,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
36827,mi mama es que usted cada que se va por aya con ese muchacho llego toda fiesta toda feliz jajajajajajaja,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,406,False,ud,2015-09-02 00:26:11,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
37101,y yo por usted lo dejo todo,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,405,False,ud,2015-09-03 18:10:56,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
37583,extraño esas tardes con usted,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,409,False,ud,2015-09-05 21:57:51,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
37694,besosabrazosjuegosbromasdormirtodo pero con usted,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,408,False,ud,2015-09-06 21:48:40,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
38176,y si mañana usted y yo nos vemos,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,409,False,ud,2015-09-07 23:41:02,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
39220,detrás de usted no mas,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,413,False,ud,2015-09-18 19:46:43,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
39400,de 5000 ya que usted no toma y llega y se les acaba todo el tragonaaaa mentiras,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,413,False,ud,2015-09-19 17:45:55,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
39655,si yo a usted l @ dejo coger mi celular y que se meta a whatsapp o donde quiera creame que realmente l @ quiero y confio en usted,es,5.056934001,-75.560285,city,Colombia,NA,1049311202,418,False,ud,2015-09-25 23:42:40,,<U+2605><U+24C4>©<U+24C3><U+24B8><U+2605><U+24B8><U+24B6><U+24C1>©<U+24B9><U+24B6><U+24C8><U+2605>
99,@valentinaaaa también me caes bieny yo a ti bonitaaa lt3,es,5.347185003,-74.5323055,city,Colombia,2945162710,1697786910,916,False,tu,2015-07-21 20:29:12,Tintal,"SILVESTRISTA DE CORAZÓN.
¿Okay? Okay,tal vez nuestro okay es nuestro para siempre."
32381,@erikamahechaaaa marica cállese que usted sabe para mi esto es querer dar lástima y más cuando no es verdad entonces no haga que me empute,es,4.262283503,-74.24367099999999,city,Colombia,1697786910,1586678618,207,False,ud,2015-08-25 23:26:13,Tintal.<U+2665>,"¡ATLÉTICO NACIONAL, ERES MI VIDA, SIEMPRE VERDOLAGA!, I am nigga.<U+270C> ¡JARAMISHANA DE CORAZÓN!   Instagram: yanara_mv.
Si no les gusta como soy, cambien ustedes"
19881,@erikamahecham sí tú eres la única que conozco,es,4.262283503,-74.24367099999999,city,Colombia,1697786910,1559048238,514,False,tu,2015-09-14 16:22:29,"Bogotá, Colombia",Snapchat Lau1422
24903,como vai a negar que te bese si en tú rostro mi nombre se te ve,es,10.95807288,-74.849933,city,Colombia,NA,197480113,796,False,tu,2015-07-05 21:59:12,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
25109,ahora mi cou dice no es tú novio,es,10.95807288,-74.849933,city,Colombia,NA,197480113,792,False,tu,2015-07-09 01:35:09,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764> ¡KAVA!<U+2764>
25253,y es tan grande el dolor de las traiciones que el dulce del amor que tú me diste,es,10.95807288,-74.849933,city,Colombia,NA,197480113,803,False,tu,2015-07-12 16:31:47,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
24057,me terminaron de emocionar dios tú sabrás,es,10.95807288,-74.849933,city,Colombia,NA,197480113,803,False,tu,2015-07-15 18:20:12,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
22686,yinelis agradece que no me tienes a tú lado,es,10.95807288,-74.849933,city,Colombia,NA,197480113,803,False,tu,2015-07-17 18:32:44,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
140,ese momento incómodo en aue todos te preguntan aué pasó y tú tan todo cambia no todos los amigos son para siempre,es,10.95807288,-74.849933,city,Colombia,NA,197480113,806,False,tu,2015-07-21 20:56:26,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
784,@makarogonzalez me lo estas echando en cara jajaja ya te dije que me llegará el momento como cosa rara tú bailas hasta en la misa jajaja,es,11.07346239,-73.92732164,city,Colombia,197480113,488813997,985,False,tu,2015-07-21 23:36:03,"Santa Marta,Colombia","Fc Barcelona<U+2661>  Silvestrista que no destiñe,Kalethista sin fecha de vencimiento8"
795,@karysr29 soy la mejor lo se mk eso fue de lo más chevere por lo menos baile y tú allá en tú casa queriendo estar allá,es,10.95807288,-74.849933,city,Colombia,488813997,197480113,808,False,tu,2015-07-21 23:39:19,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
1079,gracias a ti,es,10.95807288,-74.849933,city,Colombia,NA,197480113,810,False,tu,2015-07-23 20:08:29,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
1080,me quedas tú @andreacarosalas y salu tengo a las mejores conmigo,es,10.95807288,-74.849933,city,Colombia,NA,197480113,810,False,tu,2015-07-23 20:09:55,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
1111,y hoy que estoy volviendo a hablar de ti es para poder desahogarme para no guardarte renconres para decir que se ha curado el corazón,es,10.95807288,-74.849933,city,Colombia,NA,197480113,810,False,tu,2015-07-23 20:24:51,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
1272,incendio la casa así que cocina tú,es,10.95807288,-74.849933,city,Colombia,NA,197480113,812,False,tu,2015-07-24 17:38:41,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
1305,te ves perfecta me ha dejado alusinado tú belleza tú corazón no tiene dueño no me mientas no me quieras causar eaaw tristeza,es,10.95807288,-74.849933,city,Colombia,NA,197480113,812,False,tu,2015-07-24 18:04:57,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
1308,te ves perfecta me ha dejado alusinado tú belleza tú corazón no tiene dueño no me mientas no me quieres causar esa tristeza,es,10.95807288,-74.849933,city,Colombia,NA,197480113,812,False,tu,2015-07-24 18:06:02,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
1351,mi vida tú conoces mis errores ya sabes que perfecta no es mi vida,es,10.95807288,-74.849933,city,Colombia,NA,197480113,813,False,tu,2015-07-24 18:35:38,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
2786,las risas contigo no faltan mailof la misma de siempre te amu @yinelis08,es,10.95807288,-74.849933,city,Colombia,NA,197480113,813,False,tu,2015-07-26 00:08:26,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
4058,que allá en el otro mundo en vez de infierno encuentres gloria y que una nube de tú memoria me borre a mi voz de joaco pertuz,es,10.95807288,-74.849933,city,Colombia,NA,197480113,814,False,tu,2015-07-28 22:52:21,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
5549,las lágrimas aparecen al hablar de ti,es,10.95807288,-74.849933,city,Colombia,NA,197480113,819,False,tu,2015-08-02 18:09:51,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
7324,@yinelis08 es súper cool tú nombre mailof,es,10.95807288,-74.849933,city,Colombia,529659044,197480113,816,False,tu,2015-08-05 01:24:16,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
13245,no se que me ha pasado contigo ya siento que ha cambiado mi vida antes vivía triste y aburrido y ahora para mi todo es alegría,es,10.95807288,-74.849933,city,Colombia,NA,197480113,816,False,tu,2015-08-17 00:56:20,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
13288,porque estar enamorado es lo más bonito la felicidad más grande tú me la has dado,es,10.95807288,-74.849933,city,Colombia,NA,197480113,815,False,tu,2015-08-17 16:05:50,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
13341,pero mis ganas de ti nunca se me quitan y entre más quiero más en todo momento te quiero besar con solo mirarte me lleno de paz,es,10.95807288,-74.849933,city,Colombia,NA,197480113,815,False,tu,2015-08-17 16:27:53,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
13408,solo se que para ti estoy guardando mi amor,es,10.95807288,-74.849933,city,Colombia,NA,197480113,815,False,tu,2015-08-17 16:58:40,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
14591,@ktegarcia23 tú nunca ves nada mala stalkeadora,es,10.95807288,-74.849933,city,Colombia,366841917,197480113,814,False,tu,2015-08-23 23:00:13,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
14651,bueno mi amor lo que si se es qué a cada decepción le llega su olvido tú no vas a ser la excepción,es,10.95807288,-74.849933,city,Colombia,NA,197480113,814,False,tu,2015-08-23 23:34:23,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
10091,@felixrestrepo1 tú también he jajaja,es,10.95807288,-74.849933,city,Colombia,136364104,197480113,815,False,tu,2015-08-26 01:21:43,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
10189,solo tú,es,10.95807288,-74.849933,city,Colombia,NA,197480113,816,False,tu,2015-08-27 00:11:24,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
10470,@makarogonzalez yo a tiiiu 2764,es,11.07346239,-73.92732164,city,Colombia,197480113,488813997,996,False,tu,2015-08-27 01:50:35,"Santa Marta,Colombia","Fc Barcelona<U+2661>  Silvestrista que no destiñe,Kalethista sin fecha de vencimiento8"
21193,en ti siempre menos cuando vas a bailar,es,10.95807288,-74.849933,city,Colombia,NA,197480113,833,False,tu,2015-09-24 20:41:13,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
44051,@monicapalacios @leidymarmalade @cucharitadepalo yo me acuerdo de vos con qué pena de lebron brothers,es,6.270882997999999,-75.619213,city,Colombia,20838037,106131505,1804,False,vos,2015-07-02 13:45:02,Barranquilla - Medellín. Col.,Una defensa permanente del sabor y la queridura en todas sus manifestaciones.
44018,@monicapalacios la salud no había llegado a niveles tan malos de crisis que yo recuerde vos,es,6.270882997999999,-75.619213,city,Colombia,20838037,106131505,1809,False,vos,2015-07-15 20:50:56,Barranquilla - Medellín. Col.,Una defensa permanente del sabor y la queridura en todas sus manifestaciones.
152,@luzo es un amor gracias bienvenida tú también,es,6.270882997999999,-75.619213,city,Colombia,88354906,106131505,1818,False,tu,2015-07-21 21:01:52,Barranquilla - Medellín. Col.,En defensa permanente del sabor y la queridura en todas sus manifestaciones.
42386,@elmareo @mandarinadas considero con vos que conocerse en vivo es esencial y necesario pero no desestimo las lecturas vía internet,es,6.270882997999999,-75.619213,city,Colombia,275356558,106131505,1820,False,vos,2015-07-21 23:11:31,Barranquilla - Medellín. Col.,En defensa permanente del sabor y la queridura en todas sus manifestaciones.
26996,@eduperly usted solo les digo a los enemigos sin acento,es,6.270882997999999,-75.619213,city,Colombia,226300051,106131505,1825,False,ud,2015-07-26 01:04:33,Barranquilla - Medellín. Col.,En defensa permanente del sabor y la queridura en todas sus manifestaciones.
42476,@eduperly pobrecitos ella y vos,es,6.270882997999999,-75.619213,city,Colombia,226300051,106131505,1830,False,vos,2015-07-26 21:14:42,Barranquilla - Medellín. Col.,En defensa permanente del sabor y la queridura en todas sus manifestaciones.
4172,es mi amor tan sincero vidita ya tú ves la promesa que te hago qué me importa llorar qué me importa sufrir si es q un día me dices q sí,es,6.270882997999999,-75.619213,city,Colombia,NA,106131505,1832,False,tu,2015-07-28 22:14:54,Barranquilla - Medellín. Col.,En defensa permanente del sabor y la queridura en todas sus manifestaciones.
32140,castellano qué bueno baila usted benny moré,es,6.270882997999999,-75.619213,city,Colombia,NA,106131505,1843,False,ud,2015-08-14 19:26:09,Barranquilla - Medellín. Col.,En defensa permanente del sabor y la queridura en todas sus manifestaciones.
12862,@julitagc hermosa gracias picos para ti,es,6.270882997999999,-75.619213,city,Colombia,57732727,106131505,1842,False,tu,2015-08-17 00:10:33,Barranquilla - Medellín. Col.,En defensa permanente del sabor y la queridura en todas sus manifestaciones.
13225,no soy para ti ismael rivera,es,6.270882997999999,-75.619213,city,Colombia,NA,106131505,1842,False,tu,2015-08-17 00:48:03,Barranquilla - Medellín. Col.,En defensa permanente del sabor y la queridura en todas sus manifestaciones.
43491,@moleskine32 lo que vos decís es más como dicen explicación no pedida,es,6.270882997999999,-75.619213,city,Colombia,106131505,106131505,1868,False,vos,2015-09-02 02:09:28,Barranquilla - Medellín. Col.,Una defensa permanente del sabor y la queridura en todas sus manifestaciones.
43491,@moleskine32 lo que vos decís es más como dicen explicación no pedida,es,6.270882997999999,-75.619213,city,Colombia,106131505,106131505,1868,False,vos,2015-09-02 02:09:28,Barranquilla - Medellín. Col.,Una defensa permanente del sabor y la queridura en todas sus manifestaciones.
154,todo lo que siento es especial cuando estoy contigo tu mirada me hace sospechar que soy mas que tu amigo,es,6.1780955010000005,-75.3280145,city,Colombia,NA,355198723,716,False,tu,2015-07-21 21:02:10,"Medellín, Antioquia",PDC
157,cuando estoy contigo me siento tranquilo,es,6.1780955010000005,-75.3280145,city,Colombia,NA,355198723,716,False,tu,2015-07-21 21:02:32,"Medellín, Antioquia",PDC
1529,tú me tienes a mí lleno ma de ilusiones loco por probarte por compartir amores,es,6.1780955010000005,-75.3280145,city,Colombia,NA,355198723,723,False,tu,2015-07-24 21:32:47,"Medellín, Antioquia",PDC
28528,@preludiogiron usted estudia ajajjaja,es,6.1780955010000005,-75.3280145,city,Colombia,355198723,355198723,726,False,ud,2015-07-30 00:13:09,"Medellín, Antioquia",PDC
28528,@preludiogiron usted estudia ajajjaja,es,6.1780955010000005,-75.3280145,city,Colombia,355198723,355198723,726,False,ud,2015-07-30 00:13:09,"Medellín, Antioquia",PDC
30800,si usted no se gana primero a la mejor amiga del hombre con el que quiere estar nunca van a estar juntos nunca,es,6.1780955010000005,-75.3280145,city,Colombia,NA,355198723,745,False,ud,2015-08-06 15:51:44,"Medellín, Antioquia",PDC
30855,@sara sí jkajajajajajajajajajajajajajaj ud con diego,es,6.270882997999999,-75.619213,city,Colombia,355198723,512409492,783,False,ud,2015-08-06 16:41:28,,"Vivir el momento, es la mejor opción."
8453,vivo en la luna por ti siento mil cosas por ti,es,6.1780955010000005,-75.3280145,city,Colombia,NA,355198723,760,False,tu,2015-08-11 02:23:27,"Medellín, Antioquia",PDC
8479,ven dame esta noche quédate a mi lado estoy obsesionado contigo te necesito aquí conmigo solo quiero estar contigo,es,6.1780955010000005,-75.3280145,city,Colombia,NA,355198723,759,False,tu,2015-08-11 02:29:55,"Medellín, Antioquia",PDC
8488,solo quiero estar contigo quiero amanecer contigo también quieres se te nota tu descontrolas mis sentidos,es,6.1780955010000005,-75.3280145,city,Colombia,NA,355198723,759,False,tu,2015-08-11 02:31:56,"Medellín, Antioquia",PDC
12294,te necesito cerca no estoy bien sin ti,es,6.1780955010000005,-75.3280145,city,Colombia,NA,355198723,763,False,tu,2015-08-14 16:12:26,"Medellín, Antioquia",PDC
32716,@gomez52398 hableme usted jjajaj,es,6.1780955010000005,-75.3280145,city,Colombia,616365849,355198723,792,False,ud,2015-08-26 01:37:48,"Medellín, Antioquia",PDC
32724,@gomez52398 lo mismo que a usted jajajaja,es,6.1780955010000005,-75.3280145,city,Colombia,616365849,355198723,792,False,ud,2015-08-26 01:40:16,"Medellín, Antioquia",PDC
33526,@sara ah jajaja nooo no solo el sábado usted ya mantiene toda linda jajaja,es,6.1780955010000005,-75.3280145,city,Colombia,355198723,367950290,1094,False,ud,2015-08-27 06:58:12,,
43128,siempre mal interpretando las cosas que pereza vos,es,6.1780955010000005,-75.3280145,city,Colombia,NA,355198723,795,False,vos,2015-08-27 07:10:10,"Medellín, Antioquia",PDC
20824,te necesito aquí conmigo solo quiero estar contigo quiero amanecer contigo también quieres se te nota,es,6.1780955010000005,-75.3280145,city,Colombia,NA,355198723,836,False,tu,2015-09-19 18:32:25,"Medellín, Antioquia",PDC
43797,@dmoskof nada y vos,es,6.1780955010000005,-75.3280145,city,Colombia,3377949130,355198723,850,False,vos,2015-09-24 19:09:04,"Medellín, Antioquia",PDC
43798,@dmoskof nada por qué vos qué vas hacer,es,6.1780955010000005,-75.3280145,city,Colombia,3377949130,355198723,850,False,vos,2015-09-24 19:10:28,"Medellín, Antioquia",PDC
24975,@itsvalenti pero tú no tienes problema a ti no te van a demandar por dañarle la mente o las nalgas a algún pelaíto de esos #maricasallímite,es,10.95807288,-74.849933,city,Colombia,291875705,329299176,550,False,tu,2015-07-09 00:16:42,,Too gay to function. Quilla town.
155,si para ti estar enfermo grave son bobadas no me imagino que estar grave para ti,es,10.95807288,-74.849933,city,Colombia,NA,291875705,178,False,tu,2015-07-21 21:02:25,Barranquilla/Colombia,
842,@sofiaxvt hasta que no vaya no lo dejare hacer así que estare asi por los proximos 4 años pero sagrada beach me espera en enero y a ti,es,10.95807288,-74.849933,city,Colombia,338750335,291875705,184,False,tu,2015-07-23 17:35:08,Barranquilla/Colombia,
961,donde quedo eso de haslo por ti quierete ey,es,10.95807288,-74.849933,city,Colombia,NA,291875705,184,False,tu,2015-07-23 18:50:04,Barranquilla/Colombia,
1089,mis sentimientos hacia ti son como noche en luna llena son tan profundos como el mar infinitos cómo la arena,es,10.95807288,-74.849933,city,Colombia,NA,291875705,185,False,tu,2015-07-23 20:14:29,Barranquilla/Colombia,
243,@dimjuanfer sabes que estaré contigote agradezco tanto mi amor,es,6.270882997999999,-75.619213,city,Colombia,1355686784,465590356,1275,False,tu,2015-07-21 19:07:58,,
25624,@999lau igualita a ud jajaja,es,6.174511496,-75.6365725,city,Colombia,465590356,1864949023,734,False,ud,2015-07-21 19:30:41,"Medellín, Antioquia",snap: juanfelipe7710
3855,parece que discutir para ti es más importanteee 8,es,6.270882997999999,-75.619213,city,Colombia,NA,465590356,1282,False,tu,2015-07-28 00:07:54,,
14667,si lo que quieres es verme sufrirlo siento por ti pero no será asiiiiiii,es,6.270882997999999,-75.619213,city,Colombia,NA,465590356,1316,False,tu,2015-08-23 17:08:33,,
14755,aunque yo sé que a ti lo mismo te da8,es,6.270882997999999,-75.619213,city,Colombia,NA,465590356,1316,False,tu,2015-08-23 17:44:07,,
16913,@camilabedoyaa jajajajaja tú misma lo dijistehay gente para todo,es,6.270882997999999,-75.619213,city,Colombia,731443688,465590356,1343,False,tu,2015-09-03 20:51:36,,
38103,no crea que sigo siendo la niña que usted conocióno sea tan güevon,es,6.270882997999999,-75.619213,city,Colombia,NA,465590356,1340,False,ud,2015-09-07 22:29:06,,
21878,@999lau lau no lo dije por ti jajaja antes tu cambiaste mucho lo dije por la amiga aquella que antes era linda y ya es,es,6.270882997999999,-75.619213,city,Colombia,465590356,3026818707,383,False,tu,2015-09-26 01:43:53,,snap: camila04lopez
