,text,lang,place_lat,place_lon,place_type,country,in_reply_to_user_id_str,user_id_str,followers_count,verified,pronoun,created_at,location,description,ngram
2362,necesitó otro siglouna píldora de olvido algo útil que me ayude a borrarsin ti me he convertido en un bufón el payaso del salón,es,4.262283503,-74.24367099999999,city,Colombia,,253834856,520,False,tu,Sun Jul 26 17:52:52 +0000 2015,,0porque quiero para mi vida poder tenerla siempre a usted y compartirla con usted la amo muchísimo perra de mi vida 5,"('de', 'mi', 'vida')"
2676,mis besos mis abrazos mis caricias son solo para ti,es,4.467880998,-75.807029,city,Colombia,,874514040,384,False,tu,Sun Jul 26 16:47:39 +0000 2015,,0amor de mi vida 9 u2764 nada ni nadie podra derrumbar este amor u2764ix dios bendiga nuestra relacion u2764,"('de', 'mi', 'vida')"
3027,tengo un largo camino para recorrer amp todo quiero recorrerlo contigo no importa nada si estas conmigo nadie lograra ocupar tu lugar negri,es,4.448673,-75.3155775,city,Colombia,,1650969962,1218,False,tu,Sun Jul 26 15:35:04 +0000 2015,<U+26BD>Chelsea Football Club<U+26BD>,u26bdmi vida mis pies mi camino detrás tuyo fútbolu 26bdu2661jgc2311u2661emh10u2661u26bdmejor amiga te amo con mi vida 06032014 u26bddios sin ti nada soy luz de mi vida mi caminou 2661,"('de', 'mi', 'vida')"
3167,contigo o sin ti la vida sigue,es,6.270882997999999,-75.619213,city,Colombia,,571827064,73,False,tu,Mon Jul 27 00:27:25 +0000 2015,,dios el centro de mi vida mi primer amor i love god u2665u2665 u21e8im happy only if youre by my side u2661ufe4f8u21e6,"('de', 'mi', 'vida')"
3352,ríe y el mundo reirá contigo llora y el mundo te dará la espalda,es,11.07346239,-73.92732164,city,Colombia,,965148104,1817,False,tu,Fri Sep 25 17:23:04 +0000 2015,CARLOS ANDRÉS COTES<U+2654>.,dios mi familia mi hijo y mateo son mi vidau 2728 carlos andrés el amor de mi vida mi vida enterau 2764,"('de', 'mi', 'vida')"
3577,me gustaría estar contigo cada vez que quiero,es,4.489758996,-74.26021300000001,city,Colombia,,401222469,417,False,tu,Sun Jul 26 23:32:31 +0000 2015,,pandita de mi vida,"('de', 'mi', 'vida')"
3705,estàn tocando la puerta ojalà seas tú,es,10.95807288,-74.849933,city,Colombia,,995785177,656,False,tu,Sun Jul 26 23:15:44 +0000 2015,Colombia-Barranquilla,hip hop en mi corazón y mi mente for life barcelona colombia juan guillermo cuadrado 11 al amor de mi vida le dicen rap,"('de', 'mi', 'vida')"
3725,los rumores van y van de mí tú haz oído hablar,es,4.262283503,-74.24367099999999,city,Colombia,,511007911,1826,False,tu,Sun Jul 26 23:24:26 +0000 2015,http://ask.fm/Sueszca,100714 unas de las mejores experiencias de mi vida 270315 prom titanium los recuerdos quedan,"('de', 'mi', 'vida')"
3758,el tiempo te da las opciones pero tú tomas las decisiones,es,4.262283503,-74.24367099999999,city,Colombia,,408592793,265,False,tu,Mon Jul 27 23:27:29 +0000 2015,,jhon steven valencia guzmán yo creo que el amor de mi vida nunca va a llegar #miasanmia,"('de', 'mi', 'vida')"
3971,@alejandralof jaja yo solo tengo ojos para ti pero tu no lo entiendes te amo muchooooo,es,6.270882997999999,-75.619213,city,Colombia,3343377117.0,2345868360,517,False,tu,Mon Jul 27 22:36:12 +0000 2015,,bogotá colombia instagrampaolahernandez 22 el motor de mi vida catalina siempre fuerte an,"('de', 'mi', 'vida')"
4082,@alivilladiego21 dile que tú le enseñaste que era el amor di que nunca va quitar de él tú olor,es,8.822113996,-75.621871,city,Colombia,2794435957.0,2916785553,701,False,tu,Wed Jul 29 10:53:49 +0000 2015,"Ciénaga de Oro, Córdoba",en la historia de mi vida solo hay un derecho de autor y ese es diosu 2764 mi vida es como ser divergente no puedo controlarlau 2764,"('de', 'mi', 'vida')"
4440,@whattimeis no es por ti,es,4.262283503,-74.24367099999999,city,Colombia,341080116.0,427748449,749,False,tu,Thu Jul 30 02:12:28 +0000 2015,bogota,eres la causa de mi felicidad no se que sería de mi vida sin ti te amo independiente santa fe,"('de', 'mi', 'vida')"
4585,@gabriela1924 jajajaja bien por ti marica,es,10.95807288,-74.849933,city,Colombia,987349267.0,532543396,697,False,tu,Wed Jul 29 23:24:37 +0000 2015,"Barranquilla, Colombia.",el amor de mi vida mi madre april 10u2764kalethista and silvestristau 2764i love vallenatou 2764insta linasaavedra snap linam 10,"('de', 'mi', 'vida')"
5019,cuando dios esta contigo ya no te importa quien esta en contra de tiu 261d,es,10.4133205,-74.44159549999999,city,Colombia,,589202717,469,False,tu,Fri Jul 31 19:18:18 +0000 2015,,godu 2764el amor de mi vida @silvestrefdc mi dbu 2764dios es el camino hacia el exito pivijayvalledupar,"('de', 'mi', 'vida')"
5189,odio las alturas pero estoy cayendo por ti,es,8.822113996,-75.621871,city,Colombia,,2916785553,699,False,tu,Fri Jul 31 22:21:13 +0000 2015,"Ciénaga de Oro, Córdoba",en la historia de mi vida solo hay un derecho de autor y ese es diosu 2764 mi vida es como ser divergente no puedo controlarla futura abogada,"('de', 'mi', 'vida')"
5195,pero aqui estoy denuevo otra vez volviendo a ti,es,4.448673,-75.3155775,city,Colombia,,278098029,474,False,tu,Fri Jul 31 22:22:29 +0000 2015,"Ibagué, Tolima",dios tu eres la fuente de mi vida y el anhelo de mi corazón whatsapp 3144238185,"('de', 'mi', 'vida')"
5486,@unchicotremendo jajaj pues tiene mucho que ver contigo jaja,es,4.262283503,-74.24367099999999,city,Colombia,741933564.0,178477872,250,False,tu,Sun Aug 02 17:44:01 +0000 2015,bogota-colombia,millonarios fc el amor de mi vida 161212 u2764ufe0f futura instrumentadora qx u2764ufe0fu2702ufe0f,"('de', 'mi', 'vida')"
5518,esquive mil balas por ti y terminaste disparandome tu,es,10.8392125,-74.814403,city,Colombia,,322935646,439,False,tu,Sun Aug 02 17:55:59 +0000 2015,Zombieland ,y esta es una pequeña parte de mi vida,"('de', 'mi', 'vida')"
5676,@darcyquintero22 sabes que gracias a ti amor sabes que siempre voy a estar para tii y siempre te deseare lo mejor,es,4.567087498,-75.6021415,city,Colombia,2783185561.0,2278327460,668,False,tu,Sun Aug 02 13:28:00 +0000 2015,,u2661arcangelu2661u2661yenni forerou 2661 u2661steven marinu 2661 #2amor de mi vida 4u2661 esteban serna u2661,"('de', 'mi', 'vida')"
6092,la diferencia entre los rayos de luz y quien levanta la piedra contigo es que a los rayos los tapa cualquier nube,es,4.262283503,-74.24367099999999,city,Colombia,,796978874,157,False,tu,Mon Aug 03 01:36:54 +0000 2015,Bogota.,nayis santi motor de mi vida u2605 u2665 love it diseño industrial grafico de modas de interiores visual u2665 koyi,"('de', 'mi', 'vida')"
6118,cuando me dira si existe contigo la oportunidad,es,6.270882997999999,-75.619213,city,Colombia,,1727168748,541,False,tu,Mon Aug 03 01:48:26 +0000 2015,,mateo soy dj hablando la banda sonora de mi vida es jake bugg mi gran amor es mi perro,"('de', 'mi', 'vida')"
6337,@jaidermaza los mejores consejos los obtengo de ti,es,10.95807288,-74.849933,city,Colombia,1283662123.0,2156199325,905,False,tu,Sun Aug 02 23:30:28 +0000 2015,#YoMeAmo.,te amo demasiado mi niña hermosa sos lo mejor de mi vida 060814 attu #06 230715 luisa paola osorio lopez,"('de', 'mi', 'vida')"
6608,pienso en ti,es,11.07346239,-73.92732164,city,Colombia,,294902370,747,False,tu,Tue Aug 04 18:20:12 +0000 2015,Colombia,el amor de mi vida lo mas lindo de mi vida mi razon de ser teamooo con todas las fuerzas de mi ser y mi almaau 2665sj,"('de', 'mi', 'vida')"
6711,dios cada día necesito mas de ti,es,10.95807288,-74.849933,city,Colombia,,3219902697,32,False,tu,Tue Aug 04 17:46:56 +0000 2015,,te llevas la sonrisa de mi vida y hasta la sombra se me va con tu presencia es imposible que detenga tu partida pues es mejor que te lo diga tu conciencia,"('de', 'mi', 'vida')"
6881,me gustan las películas de terror pero me tú me gustas más,es,6.270882997999999,-75.619213,city,Colombia,,2760617772,441,False,tu,Tue Aug 04 22:15:30 +0000 2015,"Medellín, Antioquia",u2764conocerte ha sido lo mejor mi amorgracias por tú compañía y por ser la más linda conmigo te amo amor de mi vida ngrs u2764,"('de', 'mi', 'vida')"
6964,no te conozco pero la energía yo me tome una foto contigo ahhhh jajajajaja re sonsa,es,4.262283503,-74.24367099999999,city,Colombia,,2725343733,973,False,tu,Tue Aug 04 22:55:09 +0000 2015,,u2665u2605hiphop vida de mi vida sangre de mis venas mi forma de vidau 2757 de millonarios fc de la cuna hasta el ataud u2764,"('de', 'mi', 'vida')"
7003,ser amable no solo hace feliz a los demás sino también a ti mismou 2764,es,6.270882997999999,-75.619213,city,Colombia,,609215513,254,False,tu,Tue Aug 04 23:16:41 +0000 2015,Medellin-Colombia,u2764ufe0f 220214 ufe 0fu2764ufe0f el mejor día de mi vida never stop dreaming u2764ufe0f escritora u2764 diseñadora de modas u2764 instagram karenangelgomez u2764,"('de', 'mi', 'vida')"
7477,@luisforero540 a ti gracias por estar también pendiente de mi un abrazo,es,4.262283503,-74.24367099999999,city,Colombia,1005307153.0,343131010,200,False,tu,Wed Aug 05 02:04:13 +0000 2015,Bogota Colombia,administro y diseño cada dia de mi vida para aprender y hacer de ella lo mejor de lo que mas quiero i get ready to jump dont ever look back,"('de', 'mi', 'vida')"
7567,tu me calientas el cuerpo entero me pones como loco por ti me pongo mal mujer me quemas con tu,es,4.262283503,-74.24367099999999,city,Colombia,,246862008,272,False,tu,Thu Aug 06 14:08:17 +0000 2015,Panamá,instagram anavictoria 0610 vivo con pasión cada instante de mi vida,"('de', 'mi', 'vida')"
7791,placeres de la vida y dormir contigou 2665 d,es,4.262283503,-74.24367099999999,city,Colombia,,380687004,407,False,tu,Thu Aug 06 16:38:10 +0000 2015,BOGOTÁ,u2665 u2765 un amor conocerte placer de mi vida,"('de', 'mi', 'vida')"
8014,@oheac óyeme y esa falta de respeto me extraña de ti sapo perro,es,6.270882997999999,-75.619213,city,Colombia,166298666.0,3148397397,405,False,tu,Mon Aug 10 20:54:36 +0000 2015,Colombia,periodista fútbol como filosofía salsero y verdolaga u266beres sol de mi vida si tu no estás no valgo na u266a,"('de', 'mi', 'vida')"
8022,@villalobossebas @villalobossebas sebas nunca mire lo que yo hago por ti miralo es muy lindo jaja los huevo ese imagenen es vieja,es,10.90063338,-74.65783138,city,Colombia,1493990941.0,1493990941,819,False,tu,Mon Aug 10 20:57:35 +0000 2015,,allen spyda el amor de mi vida eres el ser mas maravilloso del mundo tipica chica loka apasionada por allen y su musika d #spydacrew amo ese nene sebastian v,"('de', 'mi', 'vida')"
8130,tú lmh,es,6.270882997999999,-75.619213,city,Colombia,,571827064,70,False,tu,Mon Aug 10 22:05:24 +0000 2015,,dios el centro de mi vida mi primer amor i love god u2665u2665 u21e8im happy only if youre by my side u2661u2192 8u21e6,"('de', 'mi', 'vida')"
8246,quiero ir contigo a berlín,es,4.262283503,-74.24367099999999,city,Colombia,,1237433324,125,False,tu,Mon Aug 10 23:08:50 +0000 2015,,hacer de mi vida un sueño y de mis sueños una realidad el tiempo de dios es perfecto insistir persisitir resistir y nunca desistir,"('de', 'mi', 'vida')"
8416,y hoy mañana sin ti con mi soledad sin ti no soy nada no puedo mas,es,10.90063338,-74.65783138,city,Colombia,,736975855,394,False,tu,Tue Aug 11 02:14:12 +0000 2015, Barranquilla,te amo muchisimo pedazo de mi vida gracias por tanto palabras sobran sju 2764 #02u2764mldb fuisteeresyserasmipulmonu 2764,"('de', 'mi', 'vida')"
8483,las batallas mas importantes son las que ganas contra ti mismo,es,7.063666499,-73.0964135,city,Colombia,,1152334994,107,False,tu,Tue Aug 11 02:30:55 +0000 2015,Colombia,marcada por su amor jesús el dueño de mi vida u2764,"('de', 'mi', 'vida')"
8520,las manecillas del reloj ahora van en sentido contrario a ti s,es,7.144792999,-73.132697,city,Colombia,,1891733815,186,False,tu,Tue Aug 11 02:39:07 +0000 2015,,lo mejor de mi vida es tener un papá como tú,"('de', 'mi', 'vida')"
8593,ay panameño como duele tu partida grac 14s por sudar la camiseta y dejar todo de ti en los partidos éxitos grac 14s,es,4.262283503,-74.24367099999999,city,Colombia,,251252918,421,False,tu,Tue Aug 11 03:26:14 +0000 2015,,lo mejor de mi vida millonarios fútbol clubu 2764 tengo los mejores sobrinos de la vida,"('de', 'mi', 'vida')"
9150,cuando te das cuenta que están mejor sin ti no los interrumpes para que sigan como van,es,11.07346239,-73.92732164,city,Colombia,,965148104,1790,False,tu,Fri Aug 14 16:43:19 +0000 2015,CARLOS ANDRÉS COTES<U+2654>.,dios mi familia mi hijo y mateo son mi vida daniela montenegrou 2665 carlos andrés el amor de mi vida mi vida enterau 2661,"('de', 'mi', 'vida')"
9513,no te niego siento celos cuando estamos lejos de que otro vea en ti todo lo que yo veo,es,10.90063338,-74.65783138,city,Colombia,,477031862,841,False,tu,Mon Aug 24 19:55:45 +0000 2015,San Jose/Barranquilla.,te quiero loco de mi vida att va,"('de', 'mi', 'vida')"
9687,quiero tú dulzura angelical maría madre míau 2661,es,4.262283503,-74.24367099999999,city,Colombia,,724515438,346,False,tu,Tue Aug 25 22:49:34 +0000 2015,Colombia,psicóloga en proceso misionera en el movimiento lazos de amor mariano joaquín josué martinez suaréz una parte de mi vida a distancia u2665 aunque duela ama,"('de', 'mi', 'vida')"
9914,por ti todo lo que hago lo hago por ti es que tu me sacas lo mejor de mí,es,5.056934001,-75.560285,city,Colombia,,1961424564,604,False,tu,Wed Aug 26 00:25:10 +0000 2015,"Manizales, Caldas",u26bdonce tu eres así eres lo más grande de mi vida u26bdsu246aau26bdldhs,"('de', 'mi', 'vida')"
9979,luchar por ti,es,4.448673,-75.3155775,city,Colombia,,1237284882,294,False,tu,Wed Aug 26 00:48:01 +0000 2015,ibague,por esa mirada por esa sonrisa por esos besos que me enamoran y solo se que quiero pasar el resto de mi vida a tu lado 291113 @fabianpealoza6,"('de', 'mi', 'vida')"
9983,@villalobossebas las sonrisas las produces tú,es,4.262283503,-74.24367099999999,city,Colombia,181300983.0,2767588666,344,False,tu,Wed Aug 26 00:49:02 +0000 2015,"Bogotá, Colombia",la fan de los youtubers más lindosu 2665 en los peores momentos de mi vida siempre voy a estar sola,"('de', 'mi', 'vida')"
10458,quiero volar contigo muy alto en algún lugar quisiera estar contigo viendo las estrellas el mar,es,6.997779996,-73.83678950000001,city,Colombia,,129937960,551,False,tu,Thu Aug 27 01:46:22 +0000 2015,Barrancabermeja- Santander,love god love life and love my victory antiuribista de nacimiento baloncesto el amor de mi vida,"('de', 'mi', 'vida')"
11113,todo es diferente cuando entre mis brazos yo te tengo a ti,es,6.997779996,-73.83678950000001,city,Colombia,,2888520909,394,False,tu,Thu Aug 27 05:29:26 +0000 2015,"Barrancabermeja, Santander",miki es lo mejor de mi vida hoy mañana y siempre 09,"('de', 'mi', 'vida')"
11253,contigo todo,es,4.434799002,-75.779453,city,Colombia,,357776062,457,False,tu,Thu Aug 27 18:33:13 +0000 2015,,sabes te amooo muchoo asuladoo paso los mejoresa momentos de mi vida te amooo gr acias por estar hay cuando mas lo nesesito t e a m o by kamialvarez uma,"('de', 'mi', 'vida')"
11607,suerte me cambio con tu sonrisa un mundo nuevo inventaría por ti #muack #kiki #,es,10.95807288,-74.849933,city,Colombia,,127906532,424,False,tu,Sun Aug 30 01:38:40 +0000 2015,Barranquilla,abogada enamorada de la vida con convicciones y metas definidas buscando cada dia ser mejor por mi y por los que hacen parte de mi vida,"('de', 'mi', 'vida')"
11677,u266a mejor es no volverlo repetir morir por ti u266a,es,4.262283503,-74.24367099999999,city,Colombia,,613044127,156,False,tu,Sun Aug 30 02:04:57 +0000 2015,,luna de mi vida mi sol y mis estrellas,"('de', 'mi', 'vida')"
12021,hitler no era tan malo si lo comparamos con tú ausencia,es,4.262283503,-74.24367099999999,city,Colombia,,1182411516,125,False,tu,Sun Aug 30 19:55:51 +0000 2015,"Bogotá, Colombia",la #muerte es el comienso de mi vida,"('de', 'mi', 'vida')"
12147,no luches por alguien que no aria nada por ti,es,4.448673,-75.3155775,city,Colombia,,1229880708,90,False,tu,Fri Aug 14 20:12:42 +0000 2015,ibague,amante vivir cada segundo de mi vida por es soy sencillamente feliz,"('de', 'mi', 'vida')"
12267,@julirdri ay tú dices porque sabes que estoy en primera fila,es,10.95807288,-74.849933,city,Colombia,174770819.0,67633869,987,False,tu,Fri Aug 14 15:55:23 +0000 2015,Barranquilla,matrona universal de los rizos buscando mi sonido los saltos de mi vida se sienten como síncopas #comboantiarrunche,"('de', 'mi', 'vida')"
12299,@radiotiempo1059 en estas 11 alas 11 quiero escuchar lo aprendi de ti de @haashoficial gracias jorge,es,6.270882997999999,-75.619213,city,Colombia,84313814.0,430168106,240,False,tu,Fri Aug 14 16:14:51 +0000 2015,,que a lo largo de mi vida pasen las cosas pero lo unico que no quiero que pase jamas es mi adiccion mi amor por haash my life mis idolas ilove you,"('de', 'mi', 'vida')"
12481,contigo es lo que me hace mas feliz,es,4.262283503,-74.24367099999999,city,Colombia,,2595735563,273,False,tu,Sat Aug 15 17:26:45 +0000 2015,13-05-15       ,u2665risitasu2665 #13rootboyz #13 los mejores momentos de mi vida hasta el momento han sido contigo,"('de', 'mi', 'vida')"
12976,@yiraestrada21 jajajája vuelve tú bueno yaaa,es,4.262283503,-74.24367099999999,city,Colombia,569510846.0,387446522,1244,False,tu,Sun Aug 16 23:22:54 +0000 2015,Colombia,dios está por encima mi familia mi bebé y daniel nacional de medellín fútbol cine gatos yira de mi vida,"('de', 'mi', 'vida')"
13247,el arte que tú tienes cuando haces el amorr,es,10.95807288,-74.849933,city,Colombia,,404523779,1081,False,tu,Mon Aug 17 00:57:57 +0000 2015,"Barranquilla, Atlántico",instagram jennifertperez snap jenniferta 810 sfdcu 2764ufe0f u2708 ayy vallenato de mi vida,"('de', 'mi', 'vida')"
13366,jajajajajaja idéntico a ti,es,10.95807288,-74.849933,city,Colombia,,214234327,403,False,tu,Mon Aug 17 16:39:10 +0000 2015,Barranquilla,dios el motor de mi vida todo es gracias a el estudiante de psicología,"('de', 'mi', 'vida')"
13771,es difícil que alguien te rompa el corazón generalmente eres tú mientras tratas de meterlo a la fuerza en donde bien sabes que no cabe,es,4.262283503,-74.24367099999999,city,Colombia,,728584957,3261,False,tu,Sun Aug 23 00:32:11 +0000 2015,Bogotá D.C.,mayra quinn ceo de mi vida americano rossonero red devil geek gamer salsero resiliente satiriasico psicorígido y perfeccionista i bit the uf8ff,"('de', 'mi', 'vida')"
14128,por ti por ti por ti no hay un viernes que no me los pegue por ti por ti por ti no hay un día que no viva contento 88,es,4.262283503,-74.24367099999999,city,Colombia,,391616578,1001,False,tu,Sun Aug 23 18:25:58 +0000 2015,,voy por el mundo intentando hacer de mi vida una obra de arte u2601 veintiuno bonitou 2665,"('de', 'mi', 'vida')"
14359,2estar locamente enamorado de ti 1,es,4.262283503,-74.24367099999999,city,Colombia,,208723209,97,False,tu,Sun Aug 23 20:18:37 +0000 2015,,le doy gracias a dios por mandarme al amor de mi vida a la mujer que mas amo en este mundo a lo mejor que me ha pasado 211013 the best,"('de', 'mi', 'vida')"
14605,yo no me doy por vencido yo quiero un mundo contigo,es,10.90063338,-74.65783138,city,Colombia,,796585159,146,False,tu,Sun Aug 23 23:09:41 +0000 2015,,futura psicóloga 05012000 atlético junior de barranquilla el amor de mi vida 07agos1924 tiburón gracias por tantas alegrías junior manda costa hermosa,"('de', 'mi', 'vida')"
14710,la familia esta de luto por ti angel,es,3.407815498,-76.31917800000001,city,Colombia,,2844439868,533,False,tu,Sun Aug 23 17:24:45 +0000 2015,Colombia,los mejores momentos de mi vida fueron con el u2764u2764 dios te bendiga amor de mi vida,"('de', 'mi', 'vida')"
15136,contigo voy firme de la mano,es,10.95807288,-74.849933,city,Colombia,,621264180,481,False,tu,Sun Aug 30 22:52:08 +0000 2015,"Barranquilla, Atlántico",son lo mas lindo que yo he visto en los años de mi vida jau 2764,"('de', 'mi', 'vida')"
15435,sólo quiero estar contigo por siempre mom sin importar hasta donde tengamos que ir,es,2.9887364969999997,-75.3222715,city,Colombia,,577205287,18,False,tu,Mon Aug 31 23:26:36 +0000 2015,NEIVA,estudiante de comunicación social y periodismodaniel coneo príncipe de mi vida u2665,"('de', 'mi', 'vida')"
15926,te quiero a ti bien cerquita de mi vida alegrando mis días muy feliz en mis brazos mi amor,es,6.174511496,-75.6365725,city,Colombia,,2888520909,394,False,tu,Tue Sep 01 21:08:47 +0000 2015,"Barrancabermeja, Santander",miki es lo mejor de mi vida,"('de', 'mi', 'vida')"
16570,de la abundancia del corazón habla la boca dios dueño de mi vida cada segundo de mi existir dependo de ti,es,10.324450500000001,-73.463286,city,Colombia,,617604047,137,False,tu,Wed Sep 02 01:53:14 +0000 2015,"Manaure, Cesar",dios dueño de mi vida comunicadora social en formación guerrera luchadora y soñadora incansable aspirante al concejo municipal por opción ciudadana # 6,"('de', 'mi', 'vida')"
16739,la noche no falto de nada contigo yo quiero verte en la mañana conmigo,es,5.657152002,-72.8906175,city,Colombia,,349359715,36,False,tu,Thu Sep 03 18:53:22 +0000 2015,Santa fe de Bogotá,naci el 18 de mayo amo la electronica existo porque he sidosoy y sere aun mas grande el amor de mi vida es mi mamá,"('de', 'mi', 'vida')"
16755,fav si por ti guay qedar en el parque en el colunpio conmigo mañana,es,6.270882997999999,-75.619213,city,Colombia,,1727168748,572,False,tu,Thu Sep 03 19:04:46 +0000 2015,,mateo soy dj hablando la banda sonora de mi vida es un poquito de folk country algo como jake bugg mi gran amor es mi perro,"('de', 'mi', 'vida')"
16810,te amaré te cuidaré y estaré contigo hasta que dios me lo permita,es,4.3124519999999995,-74.4376075,city,Colombia,,304065250,309,False,tu,Thu Sep 03 19:33:31 +0000 2015,Fusagasuga,el amor de mi vida en forma de música vallenata fucare,"('de', 'mi', 'vida')"
16820,antes de que otra persona a ti llegue con mentiras a cambiarte mi historia yo te la voy a contar,es,10.90063338,-74.65783138,city,Colombia,,796585159,177,False,tu,Thu Sep 03 19:39:45 +0000 2015,,nicolle vilaró 05012000 atlético junior de barranquilla el amor de mi vida 07agos1924 tiburón gracias por tantas alegrías junior manda costa hermosa,"('de', 'mi', 'vida')"
16876,mu amor no te gas duda que lo que siento por ti no lo acaba nadie,es,11.2312007,-72.994963,city,Colombia,,726933331,229,False,tu,Thu Sep 03 20:21:27 +0000 2015,"Barrancas,Riohacha,Valledupar",hija de dios el motor de mi vida #mifamilia ivallenato silvestre francisco dangond corralesu 270c kaleth beto y churo wpp 3008892059 instagram yucelispinto 29,"('de', 'mi', 'vida')"
16985,prefiero mil veces que este contigo y piense en mi a que estee conmigo y pienses en ti emoticón wink,es,4.262283503,-74.24367099999999,city,Colombia,,1283584608,407,False,tu,Thu Sep 03 21:37:59 +0000 2015,Cartagena,química farmacéutica en proceso @silvestrefdc el amor de mi vida mi motivación dios y mi madre jaramishana u2665,"('de', 'mi', 'vida')"
17123,para tihasta siempre te amare,es,4.262283503,-74.24367099999999,city,Colombia,,2503073575,36,False,tu,Fri Sep 04 21:02:01 +0000 2015,,lo mas importante de mi vida #16,"('de', 'mi', 'vida')"
17476,tener la oportunidad de elegir es algo exquisito si lo haces bien es una dicha para tipero si lo haces mal solo tu serás el responsable,es,11.089471000000001,-72.73999,city,Colombia,,126974941,297,False,tu,Sat Sep 05 20:18:24 +0000 2015,HatoNuevo- La Guajira ,el gran amor de mi vida me acompaña desde los cielos papito por siempre en mi u2665,"('de', 'mi', 'vida')"
18275,todo esta en ti y si esto quisiste pues gracias mi dios,es,10.324450500000001,-73.463286,city,Colombia,,375203895,1391,False,tu,Mon Sep 07 20:57:07 +0000 2015,Colombia-Valledupar,los 18 mejores capitulos de mi vida u2661,"('de', 'mi', 'vida')"
18496,portavoz solo para ti,es,4.262283503,-74.24367099999999,city,Colombia,,2161887072,472,False,tu,Mon Sep 07 22:37:17 +0000 2015,,2 alegría de mi vida 1,"('de', 'mi', 'vida')"
19133,20 promesas que deberías hacerte a ti mismo,es,7.144792999,-73.132697,city,Colombia,,476839215,245,False,tu,Tue Sep 08 23:14:50 +0000 2015,Bucaramanga,me encantan los gatos los tatuajes las aventuras la música el amor los colores los sabores amo mi familia y a cada quien que forma parte de mi vida u2764,"('de', 'mi', 'vida')"
