,text,lang,place_lat,place_lon,place_type,country,in_reply_to_user_id_str,user_id_str,followers_count,verified,pronoun,created_at,location,description,ngram
15969,hola @lamegavillavo quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:32:40 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
15970,hola @lamegacartagena quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:32:58 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
15971,hola @energiafmonline quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:33:57 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
15976,hola @zurbanamedellin quisiera escuchar #contigo de @kevinroldan gracias u2764 este 17 de octubre en pereira @kevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:35:47 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
15979,hola @lamegapopayan quisiera escuchar #contigo de @kevinroldan gracias u2764 este 17 de octubre en palmira @kevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:37:37 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
15985,hola @redlinkradio quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:40:24 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
15995,hola @elsoltulua quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:44:20 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
15999,hola @dicomaniaflow quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:45:10 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16000,hola @olimpicahonda quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:45:35 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16003,hola @lamegapamplona quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:45:56 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16005,hola @cristalinafm quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:46:42 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16006,hola @rumbasogamoso quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:47:00 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16008,hola @40principalesrd quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:47:23 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16010,hola @los40ar quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:47:37 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16011,hola @los40tijuana quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:47:53 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16013,hola @los40cr quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:48:07 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16014,hola @los40paraguay quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:48:25 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16018,hola @los40spain quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 21:50:14 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16030,hola @los40mx quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:02:59 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16033,hola @los40villavo quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:03:19 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16035,hola @los40medallo quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:04:05 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16037,hola @oxigeno905 quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:04:30 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16040,hola @los40bogota quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:04:49 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16041,hola @los40panama quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:05:09 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16042,hola @los40toluca quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:05:26 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16043,hola @los40leon quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:05:40 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16044,hola @los40usa quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:06:04 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16047,hola @radiojuaica quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:07:33 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16048,hola @brillantefm quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:07:50 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16051,hola @clikstream quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:08:48 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16062,hola @plugstereo quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:13:37 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16077,hola @lapantera981 quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:20:07 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16079,hola @los40chile quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:20:26 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16081,hola @radiocarolina quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:21:11 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16082,hola @latinospautafm quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:21:42 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16084,hola @x963fm quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:22:49 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16087,hola @rumba1003 quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:23:11 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16089,hola @z92miami quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:24:16 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16090,hola @elzol1067fm quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:24:29 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16091,hola @conexionmiami quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:24:47 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16093,hola @mega949 quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:25:01 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16095,hola @hitparademiami quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:25:13 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16096,hola @mix983 quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:25:36 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16098,hola @elblokeradio quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:25:48 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16101,hola @flow4liferadio quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:26:22 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16110,hola @flowradiofm quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:36:06 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
16112,hola @zonaactivaradio quisiera escuchar #contigo de @kevinroldan gracias u2764,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,45,False,tu,Tue Sep 01 22:36:33 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17015,hola @rumba1003 quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:39:04 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17017,hola @z92miami quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:39:20 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17018,hola @elzol1067fm quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:39:35 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17019,hola @conexionmiami quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:39:53 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17020,hola @mega949 quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:40:12 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17021,hola @hitparademiami quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:40:26 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17022,hola @mix983 quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:40:42 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17023,hola @elblokeradio quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:41:01 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17032,hola @latinospautafm quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:38:30 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17038,hola @flow4liferadio quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:54:42 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17039,hola @flowradiofm quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:55:30 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
17040,hola @zonaactivaradio quisiera escuchar #contigo de @kevinroldan gracias u2764 hoy estreno de #ángelguardiánkevinroldan,es,3.5704285039999997,-76.3486225,city,Colombia,,2823981233,47,False,tu,Fri Sep 04 19:56:06 +0000 2015,,?kevin roldan <U+2661> el mejor exponente de la musica urbana<U+2661> (KRFANSCALI) snap: lauravallejo193 cali - colombia <U+2661>,"('escuchar', '#contigo', 'de', '@kevinroldan')"
