,text,lang,place_lat,place_lon,place_type,country,in_reply_to_user_id_str,user_id_str,followers_count,verified,pronoun,created_at,location,description
6874,@lapechan tú o no lo puedo creer si estás leyendo esto hermano de la pechan no le digas a tu mami,es,4.262283503,-74.24367099999999,city,Colombia,332504020.0,456134361,12084,False,tu,Tue Aug 04 19:54:55 +0000 2015,#SeHaceElMuerto,"VENGA ,TOMELO POR EL LADO AMABLE. Soy como la palabra Sin-vergüenza, pegada o despegada me indentifica. La vida es AMAR-i-LLA"
6875,@besamecali1065 amigos saludo afectuoso reporta sintonia ofelia ruiz en profamilia quiero la cancion brindo por ti de tormenta,es,3.421298498,-76.67783299999999,city,Colombia,2206260006.0,1242784003,29,False,tu,Tue Aug 04 19:57:12 +0000 2015,cali colombia,
6876,@yisavendao1 un besote para ti @yisavendao1,es,4.811547,-75.6123815,city,Colombia,2841743596.0,2730987377,341,False,tu,Tue Aug 04 20:00:44 +0000 2015,,
6877,mi muñeca @kimy2ramos aqui haciendo tareas de matematicas y pensando en ti siempre pienso en ti te amo mi idola,es,6.174511496,-75.6365725,city,Colombia,,3207679774,255,False,tu,Tue Aug 04 22:14:07 +0000 2015,Colombia (Medellin),"¡Sigan Votando por Kimberly Dos Ramos en los premios tu mundo 2015,Merece ganar es la mejor! ¡Todo por nuestra princesa!"
6882,@jenypaola20 yo a ti muchooo monita te veo una tarde de estas,es,4.262283503,-74.24367099999999,city,Colombia,1549601743.0,544788763,294,False,tu,Tue Aug 04 22:15:33 +0000 2015,,Real Lsve
6888,@kellyparra80 pa ti el 26 de agosto aquí en el monumental,es,4.262283503,-74.24367099999999,city,Colombia,2226415893.0,322681446,542,False,tu,Tue Aug 04 22:18:34 +0000 2015,Lo Mejor esta en CALI ,Ultras CALI 1992  A.C.A.B Loco & Enamorado Del C.D.C
6889,@theblackdude te pareces más tú a kanye que uso,es,10.95807288,-74.849933,city,Colombia,435500103.0,394780757,312,False,tu,Tue Aug 04 22:19:44 +0000 2015,Barranquilla,¡Forza Juveee!
6891,@bibliaenlinea amen amen señor en ti confio,es,7.063666499,-73.0964135,city,Colombia,218626985.0,1735611494,92,False,tu,Tue Aug 04 22:20:36 +0000 2015,Colombia,
6902,mi mejor canción de amor eres tú @15nati,es,4.448673,-75.3155775,city,Colombia,,304673245,186,False,tu,Tue Aug 04 22:23:54 +0000 2015,En la casa de su madre,dios y madre <U+2665>
6904,@bibliaenllnea amen amen a si es señor gracias por tantas bendiciones que ne das y cuidar a mis hijos gracias sin ti no soy nada,es,7.063666499,-73.0964135,city,Colombia,1583662178.0,1735611494,92,False,tu,Tue Aug 04 22:25:35 +0000 2015,Colombia,
6912,#actitudvibra @esetonito tu sabes que ando con buena vibra conectadisima al 1049 quiero un bono el que me quieras dar lo que venga de ti,es,4.262283503,-74.24367099999999,city,Colombia,,2864633608,23,False,tu,Tue Aug 04 22:30:06 +0000 2015,,
6913,@cawnas si le mando screenshots de ti a mi amigas algo estas haciendo bien,es,4.448673,-75.3155775,city,Colombia,,367264775,372,False,tu,Tue Aug 04 22:30:42 +0000 2015,Colombia,
6914,con nadie como tú de @kevinroldan comenzamos esta tarde de martes en #teenmusic d,es,4.262283503,-74.24367099999999,city,Colombia,,39322843,135149,False,tu,Tue Aug 04 22:30:52 +0000 2015,Colombia,"Música, entretenimiento, innovación, tecnología, región y mucho más. En el TR3CE lo que quieras ser..."
6926,cada tuyo me encantame enamora mas de tigracias por estar a mi lado y brindame tanto de tu amor @andreaponton,es,10.324450500000001,-73.463286,city,Colombia,,866973950,763,False,tu,Tue Aug 04 22:38:20 +0000 2015,Valledupar - Colombia.,DIOS ES MI FORTALEZA| AA<U+2764>
6927,desconozco el futuro pero deseo que sea junto a ti @leidy9906,es,4.262283503,-74.24367099999999,city,Colombia,,292002845,645,False,tu,Tue Aug 04 22:38:54 +0000 2015,"Bogotá, Colombia",...No existe amor perfecto...
6931,@villalobossebas te mereces lo bueno que te ha pasado eres una gran persona y siempre te amaré y estaré ahí contigo #kcacolombiasebas,es,4.262283503,-74.24367099999999,city,Colombia,181300983.0,3291893753,341,False,tu,Tue Aug 04 22:41:46 +0000 2015,,~LO IMPOSIBLE SOLO TARDA UN POCO MÁS~ ¤ |11:11| ¤ ¶ESTO ES PARA SIEMPRE¶ ¤ §PDC§ ¤ <U+2206>BATI-NOVIA<U+2206>?~^AnnieLover^~«Sebas Arango me siguio 23/06/2015 8:16pm»
6933,@tuitanic @jamesrod10 siempre para ti mi vida,es,4.262283503,-74.24367099999999,city,Colombia,820260950.0,2320074096,693,False,tu,Tue Aug 04 22:42:33 +0000 2015,COLOMBIA,SOY DEL PAIS MAS HERMOSO DEL MUNDO COLOMBIA******
6938,@galamontes2 hermosa los mejores deseos para ti en esta nueva etapa de vidau 2728 felices 15 pasala super happy birthday,es,10.95807288,-74.849933,city,Colombia,1225918387.0,889717166,1376,False,tu,Tue Aug 04 22:44:27 +0000 2015,Barranquilla - Colombia,"snapchat - instagram ---- marysandiag
mejor amiga: MMCO"
6942,no se como voy a dormir hoy sin ti @ajosediaz2,es,4.262283503,-74.24367099999999,city,Colombia,,1115779938,163,False,tu,Tue Aug 04 22:47:32 +0000 2015,,Ingeniería Industrial Universidad Sergio Arboleda
6948,@yongonzalez86 estimado yonpor favor necesito comunicarme contigopara una coproduccion importante en colombiajuliocesarluna @hotmailcom,es,4.262283503,-74.24367099999999,city,Colombia,490683227.0,458841921,2338,False,tu,Tue Aug 04 22:50:12 +0000 2015,Colombia-Bogota,"Actor,director,productor y libretista de TV,Cine y TEATRO...Exitos que ha realizado...Telenovelas:DIOS SE LO PAGUE,LA POTRA ZAINA,GALLITO,EL REY,ALEJO DURAN,ETC"
6950,@lauralice ti extraño,es,4.262283503,-74.24367099999999,city,Colombia,372406187.0,230357109,348,False,tu,Tue Aug 04 22:51:11 +0000 2015,Colombia,.Que me corten la cabeza si no me funciona.
6951,@espinosajuanpa hola como estas cuentame como te ha ido como extraño hablar contigo que me escribas quiero verte un besote,es,4.0882915,-73.4704055,city,Colombia,195632388.0,240797540,521,False,tu,Tue Aug 04 22:51:35 +0000 2015,bogotá,Actriz del grupo 3D- Colombia producciones he participado Droqui el principe feo 22 Comedia en café concert el Sueño de valería contacto 3112149725
6955,@nicolasgl125 jajajajajajjajajajajajajajajajjaajjajajajajajaja bueno entonces seré facil sólo contigo,es,4.909635999,-74.0487635,city,Colombia,222903177.0,202844273,158,False,tu,Tue Aug 04 22:52:12 +0000 2015,"Facatativá, Cundinamarca","[|MV|UDCA||S&M3] -Si quieres verme en otra ocasión, marca mi número, es el 666!"
6957,@monedadeor0 y yo a ti,es,6.270882997999999,-75.619213,city,Colombia,191897835.0,262643997,20039,True,tu,Tue Aug 04 22:53:20 +0000 2015,Medellín,Prohíbase el expendio de bebidas embriagantes a menores de edad. El exceso de alcohol es perjudicial para la salud.  http://www.facebook.com/PilsenCerveza
6959,estoy tan orgullosa de ti que no me alcanzan los caracteres ni la vida para explicártelo @villalobossebas #kcacolombiasebas,es,4.448673,-75.3155775,city,Colombia,,2855662409,593,False,tu,Tue Aug 04 22:53:23 +0000 2015,"Ibagué, colombia.",Acompañanos hacer historia con  @villalobossebas tomados de la mano por todo el mundo. 27\11\14<U+2764>29\04\15<U+2764>08\06\15<U+2764>. Subimos los snaps sin el numero de arriba.
6961,@elparanoiko ti @netflixlat procura jajajajajajjaaaja,es,6.270882997999999,-75.619213,city,Colombia,52247125.0,491584217,714,False,tu,Tue Aug 04 22:53:58 +0000 2015,<U+043C>ede<U+029F><U+029F>ín,"Nadie nacido en otra región comprende el sentimiento de los costeños al escuchar un acordeón [|||]
sna<U+1D18>c<U+029C>a<U+1D1B>?<U+1D0A>es<U+029F>o<U+1D18>ez<U+043C>on<U+0442>es
I<U+2764><U+1D20>a<U+029F><U+029F>ena<U+1D1B>o"
6965,ajooo patetica como a ti fue la que te costo @karolemus19,es,10.95807288,-74.849933,city,Colombia,917473789.0,1180161992,573,False,tu,Tue Aug 04 22:56:35 +0000 2015,NeblinnaMc<U+270C>,Gonzo Soccer Barranquilla<U+26BD>
6969,@melendiyt sabes que mas esta abierto para ti l,es,7.144792999,-73.132697,city,Colombia,3366511456.0,2937112533,373,False,tu,Tue Aug 04 22:57:27 +0000 2015,MiMadrigueraEsElPhotoshop,TweetCasado Con: @ValdiviaYocelin | Telecasado Con: Nuria 3 | Designer | Sorteador | Abaro y Tacaño :3
6971,@yongonzalez86 hola yonseria bueno comunicarme contigo y con aitor para un proyecto de cine mi facebook julio cesar luna valottabuscame,es,4.262283503,-74.24367099999999,city,Colombia,490683227.0,458841921,2338,False,tu,Tue Aug 04 22:57:38 +0000 2015,Colombia-Bogota,"Actor,director,productor y libretista de TV,Cine y TEATRO...Exitos que ha realizado...Telenovelas:DIOS SE LO PAGUE,LA POTRA ZAINA,GALLITO,EL REY,ALEJO DURAN,ETC"
6978,@villalobossebas tan orgullosa de ti,es,7.063666499,-73.0964135,city,Colombia,181300983.0,591435915,142,False,tu,Tue Aug 04 23:01:51 +0000 2015,Pieza del cubo.,30/03/15-20/05/15
6984,@vanessavinasco jajajajja tú eres uno de ellos,es,5.192915001,-75.80077,city,Colombia,2877200695.0,381208261,566,False,tu,Tue Aug 04 23:07:34 +0000 2015,COLOMBIA,Decidí ser pasado
6986,@adrianacotessil y yo a tiiiu 2665u2665u2665,es,11.2312007,-72.994963,city,Colombia,2530032183.0,187666539,730,False,tu,Tue Aug 04 23:08:12 +0000 2015,"Santa Marta, Colombia",Estudiante de Comunicación Social y Periodismo
6992,@pcespitia tú eres la mejor de todas,es,4.262283503,-74.24367099999999,city,Colombia,441294297.0,365217234,342,False,tu,Tue Aug 04 23:10:04 +0000 2015,,"Necesitando de ti «3 
<U+2661> SJ,SF,SLD <U+2661>     


                               ¤Cheerleading ¤"
7009,@jhonatanpsb mi amor solamente es para ti te quiero mucho,es,6.174511496,-75.6365725,city,Colombia,151560875.0,2772224010,3,False,tu,Tue Aug 04 23:19:17 +0000 2015,itagui ,17/06/1986
7011,@jhonatanpsb mi amor yo solamente pienso en ti,es,6.174511496,-75.6365725,city,Colombia,151560875.0,2772224010,3,False,tu,Tue Aug 04 23:19:49 +0000 2015,itagui ,17/06/1986
7016,@melg03 deja la bobada ayer solo hablamos de tiiiii,es,4.262283503,-74.24367099999999,city,Colombia,349990663.0,186609304,3185,False,tu,Tue Aug 04 23:26:44 +0000 2015,Biodegradable.,Estudiante de Fisioterapia || NG || LC.
7019,@lauraquintego y yo ha ti me nace hacerlo de verdad,es,4.434799002,-75.779453,city,Colombia,2591674058.0,558075734,1141,False,tu,Tue Aug 04 23:27:21 +0000 2015,Tebaida.,XXII-V- MMXIV Henao01 Laura Montoya<U+2665> Snap; Valentinal-c  Real Madrid CF.
7021,@undoritosoy es todo lo contrario a ti jaja lt3,es,4.262283503,-74.24367099999999,city,Colombia,755821243.0,550411843,199,False,tu,Tue Aug 04 23:28:30 +0000 2015,,"Dios y fútbol.
2Mi vida hermosa porque existes tú<U+266B>2"
7025,@morenarica37 hola margare me encantaría experimentar muchas fantasías contigo,es,11.07346239,-73.92732164,city,Colombia,3063317675.0,3363639611,6,False,tu,Tue Aug 04 23:30:45 +0000 2015,"Valledupar, Cesar",Me encantan el sexo y las experiencias nuevas. Me le mido a lo que sea
7027,mañana cueste lo q cueste hay que ganar vamos búfalo siempre he confiado en ti @robertoovelarm saludos crack,es,10.95807288,-74.849933,city,Colombia,,234799118,705,False,tu,Tue Aug 04 23:31:52 +0000 2015,Miami Beach,Jason David Santos Rodriguez Official Twitter Account. <U+2708> Aircraft Technician
7031,@lsundheims @dayanang24 así como te llevan a ti,es,10.95807288,-74.849933,city,Colombia,572780286.0,3064075191,250,False,tu,Tue Aug 04 23:32:31 +0000 2015,Barranquilla,"PROM 2015-Initium Novum!
13-02-13 Lucia...  VM  & VM  29 Meses"
7045,@saragtman tú eres capaz de cualquier bestialidad para que yo te lea deja ya tranquila a yidis y desempácaka,es,4.262283503,-74.24367099999999,city,Colombia,408132973.0,76175783,1022,False,tu,Tue Aug 04 23:39:29 +0000 2015,Bogotá,
7048,@nandoluna25 a ti no importa los sentimientos de nadien y eso no va al caso,es,10.90063338,-74.65783138,city,Colombia,269073051.0,972647887,455,False,tu,Tue Aug 04 23:40:18 +0000 2015,Barranquilla/Colombia,Dios gracias gracias por todo lo q me das bendiceme cada dia te amoo mi favorita caro soto
7052,@villalobossebas estoy orgullosa de ti,es,4.262283503,-74.24367099999999,city,Colombia,181300983.0,1582239438,3200,False,tu,Tue Aug 04 23:42:08 +0000 2015,DV | Bogotá.,h<U+0251>cemos pos<U+03B9>ble lo <U+03B9>mpos<U+03B9>ble. SV ~ #pdc 26/04/15
7060,@steevengalindo jajajajajaja pues lo dijeron en tú voz estéreo,es,4.262283503,-74.24367099999999,city,Colombia,2924952753.0,309978221,350,False,tu,Tue Aug 04 23:45:13 +0000 2015,,
7081,@medicenmigue me encanta verte y pasar tiempo contigo te adoro,es,10.324450500000001,-73.463286,city,Colombia,201034330.0,761795557,1027,False,tu,Tue Aug 04 23:53:02 +0000 2015,"Valledupar, Cesar",Estudiante de Derecho - AREANDINA.
7084,vamos antonio dile porque distes el golpe fue por defender a su novia no a ti @masterofdarkne @jattinjavier @esmepimentel @juandiegocova1,es,10.95807288,-74.849933,city,Colombia,,889717166,1376,False,tu,Tue Aug 04 23:53:57 +0000 2015,Barranquilla - Colombia,"snapchat - instagram ---- marysandiag
mejor amiga: MMCO"
7085,@lindapalma feliz tarde para ti que me escribes saludos desde la samaria,es,11.07346239,-73.92732164,city,Colombia,54411594.0,92443573,809,False,tu,Tue Aug 04 23:54:19 +0000 2015,"Santa Marta, CO",Hago parte de @Blue_Code_ | Estudiante de Ingeniería de Sistemas - U. del Magdalena @IngSisUnimag | Joven comunicador en @Voces894 | Instagram:@andresmercado92
7087,@davidpinedar yo voy donde el viento me lleve entonces te concedo la primera estación a ti,es,4.681281499,-73.925527,city,Colombia,171576602.0,199142806,419,False,tu,Tue Aug 04 23:54:51 +0000 2015,Colombia Bogota ,"#TrabajadoraSocial. Amando el #Arte, siguiendo la #Música y dejando que la vida deje de ser un #Teatro. #MujerDigital."
7089,@melinars90 mi reina hermosa como estuvo tu díaespero q bienestas hermosisisima y yo mas enamoradoholahoy mas cerca de timi reina bella,es,4.262283503,-74.24367099999999,city,Colombia,1656756955.0,2925663564,29,False,tu,Tue Aug 04 23:56:36 +0000 2015,,
7091,@baqvergon espero tener el placer y el privilgio de conocer el famoso only y deslecharte a ti y tu verga con mi boca y culo todas las veces,es,10.95807288,-74.849933,city,Colombia,2373079793.0,190838044,1182,False,tu,Tue Aug 04 23:57:09 +0000 2015,En tus morbos,
7093,definitivamente estar casado contigo @lorenagalindog es lo mejor q me ha pasado te amo mucho,es,9.667970001,-73.6576375,city,Colombia,,599691929,356,False,tu,Tue Aug 04 23:58:27 +0000 2015,Curumani cesar,"Dios te amo,mi familia y mi princesa hermosa, BBVA,  silvestrista 300% y un par de gallos finos"
7123,jajaja much @s me hicieron la vida imposible pero aiii como esté contigo preparate hahahaha vas a llorar lagrimas de sangre boba hp,es,4.262283503,-74.24367099999999,city,Colombia,,2798788276,180,False,tu,Wed Aug 05 00:12:35 +0000 2015,,"¡¡Me Importa Quien Está,No Quien Estuvo!<U+263B>Princesa De DIOS ...!!! JUAN LUIS LONDOÑO ARIAS! (MALUMA) TE AMO<U+2764> <U+2665>PURO VALEMÍA! INEM.<U+2665>"
7127,@soymarioruiz y yo para ti,es,6.052723499,-75.6367685,city,Colombia,1086340632.0,3008052071,418,False,tu,Wed Aug 05 00:14:34 +0000 2015,"Caldas, Antioquia",Atletico Nacional<U+2661>Lo eres todo para mi Sebastian Villalobos<U+2661>Pieza del cubo<U+270C>
7129,@soymarioruiz con un simple video soy feliz yo siempre estare para ti siempre,es,4.262283503,-74.24367099999999,city,Colombia,1086340632.0,1319399905,397,False,tu,Wed Aug 05 00:14:58 +0000 2015,madrid cumdinamarca,"You make me feel like i'm living a teenage dream. <U+2764><U+FE0F> Directioner, Jaramishana, Putorraider,PDC  ,Batinovia,Bautister Janer. Lobita,HumanoideELLOS ME HACEN FELIZ"
7133,@danicooll @mariobautista y yo para tidani,es,7.144792999,-73.132697,city,Colombia,502283384.0,288457876,711,False,tu,Wed Aug 05 00:16:27 +0000 2015,Linatica.,"Daniel Patiño y Sebastián Villalobos,nadie mas. || 26/06/15 ||"
7151,@lilianpinzncrdo tú si sabes bebé,es,5.979706502999999,-76.684292,city,Colombia,445012745.0,331352915,458,False,tu,Wed Aug 05 00:22:17 +0000 2015,Algun lugar de Marte,Snap: YelitzhaYurga // Firme con los firmes. La felicidad transpira en mi<U+2665>
7153,@fuckinhgstyle no no tú porque nos mandas a callar a nosotras porque mas de una prueba te hemos dadoisa,es,4.836572499,-74.056297,city,Colombia,2657936706.0,2657936706,3931,False,tu,Wed Aug 05 00:22:55 +0000 2015,Colombia ,ALL THE LOVE AS ALWAYS 5/5
7158,@isacastillo7 nunca te olvidaremos isa nunca dijas eso siempre contigo baby sales divina mi amor,es,4.262283503,-74.24367099999999,city,Colombia,169350550.0,1541832319,2306,False,tu,Wed Aug 05 00:23:44 +0000 2015,"Bogotá, Colombia/ Vegetta777","Isabella Castillo La chica que me inspira a soñar y creer en mis sueños la amo y la apoyare por siempre XoXo, Rusher de corazon (James.carlos,kendall, y logan)"
7167,esto sólo por ti @stephaniecayo #diosavenus #bella #hermosa #todaunaprincesa,es,7.9028945020000005,-73.557624,city,Colombia,,146071759,114,False,tu,Wed Aug 05 00:26:55 +0000 2015,"Santa Marta, Colombia",Ingeniero de Procesos - Tablemac MDF
7168,compartiré esto sólo contigo qué es compensación más info ventas @lonecesitonet,es,6.270882997999999,-75.619213,city,Colombia,,2840892538,4156,False,tu,Wed Aug 05 00:27:35 +0000 2015,Tecnología y Marketing!!,http://lonecesito.net
7169,@eymontesino como siempre todo igual y a ti,es,10.95807288,-74.849933,city,Colombia,1157942768.0,2703586667,448,False,tu,Wed Aug 05 00:27:53 +0000 2015,,"Mira quien llego soy Yo tu bf ElsaP jaja,hey manita no sabes cuanto Te amo flaca,eres una persona MARAVILLOSA. Teamo #26"
7174,@1katherin8 ay contigo siempre soy así pero en realidad no lo soy amor,es,4.7273025,-74.213188,city,Colombia,1543853700.0,855716311,343,False,tu,Wed Aug 05 00:28:44 +0000 2015,"Mosquera, Cundinamarca",<U+2764> Coulrofobica <U+2764> Amicofilica <U+2764>
7184,@camvelandia por fa canta algo de joaquin sabina qué talcontigo qué buena compañía para este martes @javitoradio,es,4.262283503,-74.24367099999999,city,Colombia,307910180.0,181415110,146,False,tu,Wed Aug 05 00:32:19 +0000 2015,,"Mantén la fé, las cosas más asombrosas de la vida, tienden a ocurrir justo en el momento en q estás a punto de perder la esperanza."
7193,@andresmarocco de acuerdo contigo si vamos con lo mismo no estamos en nada y no pasará nada,es,4.262283503,-74.24367099999999,city,Colombia,69355597.0,3296499359,34,False,tu,Wed Aug 05 00:36:14 +0000 2015,"Bogotá, Colombia",Gerente General  Manel Internacional Ltda ; Hincha Fiel de Independiente SANTA FE ; EL PERDÓN ES UNA EXPRESIÓN DE * AMOR *
7201,@zayniloveyoubae tú lo consideras así yo no ademas no se coloca botox entonces,es,4.836572499,-74.056297,city,Colombia,3124379188.0,2657936706,3930,False,tu,Wed Aug 05 00:39:57 +0000 2015,Colombia ,ALL THE LOVE AS ALWAYS 5/5
7220,@angiesilva03 ay si de verdad extrañaba molestar contigo y sobre todo contarte cosas la cara de enamorada que pusiste no la olvido,es,4.7273025,-74.213188,city,Colombia,476753861.0,855716311,343,False,tu,Wed Aug 05 00:45:07 +0000 2015,"Mosquera, Cundinamarca",<U+2764> Coulrofobica <U+2764> Amicofilica <U+2764>
7228,@leytoooooooon si estoy contigo no me falta nada,es,4.262283503,-74.24367099999999,city,Colombia,503958924.0,737658666,915,False,tu,Wed Aug 05 00:48:43 +0000 2015,Manchester United. ,Fuertes siempre.
7230,@susyguzman soy un puto con mucho amor para ti,es,4.262283503,-74.24367099999999,city,Colombia,349442963.0,985234664,146,False,tu,Wed Aug 05 00:48:58 +0000 2015,Bogota Colombia ,Snap & Ig: s_bulla Whatsapp: +573173744874 <U+2764><U+FE0F>44 <U+2764><U+FE0F> http://my-sarcastic-world.tumblr.com
7235,@dimoficial que lindo es decir dim dim mi medellin gracias jugadores y directivos esta hinchada siempre estará contigo,es,6.542932997,-75.920472,city,Colombia,920198755.0,2895892601,40,False,tu,Wed Aug 05 00:50:25 +0000 2015,,
7238,@harrystyles solo quiero saber si eres o gay o te gusta louis no soy larry shipper pero me enamore de ti y ver eso de larry me esta matando,es,4.262283503,-74.24367099999999,city,Colombia,181561712.0,3383361953,211,False,tu,Wed Aug 05 00:52:28 +0000 2015,,#ZQUAD te amo negro #Directioners los amo chicos @Harry_Styles te amo
7242,@laurasanchezsf pandita yo creo en ti jajaja enserio,es,4.262283503,-74.24367099999999,city,Colombia,490870681.0,2324798167,244,False,tu,Wed Aug 05 00:54:05 +0000 2015,,@_@
7250,qué lindo es comprar ropa contigo priii @pauvanegasc love u,es,10.574303,-72.97536600000001,city,Colombia,,292072914,22752,False,tu,Wed Aug 05 00:58:15 +0000 2015,Villanueva/Valledupar - COL,"Contacto Manager +57 300 4846378 <U+2764><U+FE0F> SnapChat/Instagram: masilenaovalle ? Facebook/Youtube: Ma Silena Ovalle <U+2764><U+FE0F>Dios<U+2764><U+FE0F> ? Shakira, Shakira! ?"
7260,@taniajimenez8 @sjalgarin yo tengo que cuidar a ti y a camila,es,10.90063338,-74.65783138,city,Colombia,1180265586.0,1252675296,753,False,tu,Wed Aug 05 00:59:36 +0000 2015,//Made in quilla//,"Día a día recibiendo bendiciones de lo mas alto<U+2661> //Todo por mis cuchas, mi familia, mi negra, mis mejores amigos y mis hermanos de calle// PROM 2016."
7264,@paolakatherin09 necesitó hablar contigo,es,11.07346239,-73.92732164,city,Colombia,892071080.0,328164839,883,False,tu,Wed Aug 05 01:02:03 +0000 2015,Colombia,instagram:alvaroparedesp.
7269,@schecho @isaabeltovaar después de un tiempo de andar contigo se aprende,es,2.120269,-75.57215699999999,city,Colombia,302667103.0,378764412,645,False,tu,Wed Aug 05 01:04:48 +0000 2015,"Huila, Colombia","Siempre habrá algo o alguien que te hará sentir que quieres vivir.

Tú haces que salga el sol."
7270,felicidades los mejores deseos para ti @jorgegallegosmx,es,10.95807288,-74.849933,city,Colombia,,889717166,1375,False,tu,Wed Aug 05 01:05:01 +0000 2015,Barranquilla - Colombia,"snapchat - instagram ---- marysandiag
mejor amiga: MMCO"
7277,@danniale25 y yo a tiii entre hoy y mañana se define eso tengo miedoooo ojalá se pueda,es,4.681281499,-73.925527,city,Colombia,635612431.0,558698824,912,False,tu,Wed Aug 05 01:10:12 +0000 2015,"Bogotá, Colombia.",Cheerleading. Millonarios F.C.
7278,@donharold jajajajajqjq y tú te copiaste,es,10.90063338,-74.65783138,city,Colombia,202413813.0,885473346,474,False,tu,Wed Aug 05 01:10:24 +0000 2015,Barranquilla,"Good vibes
Snap:ariannavalencia"
7290,@alibernier jaajajajaja tú recuerdas esos años,es,4.262283503,-74.24367099999999,city,Colombia,195177744.0,1123270776,838,False,tu,Wed Aug 05 01:15:12 +0000 2015,,
7291,@milanyelaperez na no creo yo te agarro a ti y lo hacemos jurado,es,1.9530479980000002,-75.082796,city,Colombia,127699577.0,104007259,20245,False,tu,Wed Aug 05 01:15:57 +0000 2015,M1<U+0394>M1,"MTV Artist http://www.mtv.com/artists/alejandro-felicceh/ + Cantante +Baterista + MotorBiker + Mi merito es el EXITO en el lexico. 
 Singer -  MTV artist 2013"
7293,@michaelortegaj eres un crack mirate animo dios esta contigo confía en él,es,10.95807288,-74.849933,city,Colombia,384497640.0,331829822,509,False,tu,Wed Aug 05 01:16:13 +0000 2015,Barranquilla.,<U+263A>DIOS ES MI FORTALEZA<U+2661>Arquero97#1<U+26BD>BarranquillaFC-<U+2606><U+256E> Todo lo puedo en cristo que me fortalece..<U+270C>:$ 18-16<U+2665>.
7296,felices y emocionadas de compartir contigo @elygutierrez19 esa emocion con el mayor de los gustos #tueresgrande,es,11.2312007,-72.994963,city,Colombia,,2569827528,408,False,tu,Wed Aug 05 01:16:51 +0000 2015,Riohacha La Guajira Colombia,Sede Oficial para Colombia del Fan Club Internacional de la actriz Elizabeth Gutierrez @ElyGutierrez19 Delegada Belkis Castaño @belkisyulieth
7301,@issavillalobos hey ayer precisamente estaba pensando en ti,es,4.262283503,-74.24367099999999,city,Colombia,158174599.0,2861376232,592,False,tu,Wed Aug 05 01:17:55 +0000 2015,"Bogota, Colombia ",Algo cambio mi vida por accidente 03-12-20141 1/Abr/2015  lo imposible solo tarda un poco mas 10-12-2014 09:13  30/01/2015
7303,@melinars90 mi bellami reinafeliz de estar en bogota y se q auq estamos cerca todavía lejosmi corazón y pensamiento para ti,es,4.262283503,-74.24367099999999,city,Colombia,1656756955.0,2925663564,29,False,tu,Wed Aug 05 01:18:33 +0000 2015,,
7305,@elifarjat en paz me acostaré y así también dormiré porque sólo tú señor me haces habitar seguro salmos 48,es,8.075581893999999,-72.4770928,city,Colombia,,254632650,234,False,tu,Wed Aug 05 01:18:55 +0000 2015,,"Hijo de Dios, y de Mamita maria- Tio de Julieta"
7309,@diosunesushijos antes de ir a dormir dale gracias a dios porque mientras tú duermes el ángel del señor acampa a tu alrededor,es,8.075581893999999,-72.4770928,city,Colombia,,254632650,234,False,tu,Wed Aug 05 01:19:20 +0000 2015,,"Hijo de Dios, y de Mamita maria- Tio de Julieta"
7318,queremos darle las gracias a nuestra promotora @kathycriado por todoo su apoyo dios te bendiga y nos permita seguir trabajando contigo,es,10.95807288,-74.849933,city,Colombia,,824365032,924,False,tu,Wed Aug 05 01:22:08 +0000 2015,,"TWITTER del DÚO CRUCES 
@CrucesFernanda, @CrucesValerie #FemalePower #WalkingtosuccessInGODshands 
<U+2B07><U+FE0F>Descarga nuestra música en iTunes<U+2B07><U+FE0F>"
7321,@leidy13 yo te amo a ti con cada fibra de mi existencia te amo demasiadoo,es,4.262283503,-74.24367099999999,city,Colombia,349366518.0,1255518378,162,False,tu,Wed Aug 05 01:22:54 +0000 2015,Bogota - Colombia,"Y es necesario que sepas que tú y solo tú, eres la dueña de mi vida<U+2665> #16!"
7324,@yinelis08 es súper cool tú nombre mailof,es,10.95807288,-74.849933,city,Colombia,529659044.0,197480113,816,False,tu,Wed Aug 05 01:24:16 +0000 2015,"Barranquilla, Atlántico ",Vivir y dejar vivir...<U+2728> ¡SILVESTRISTA!<U+2764>
7327,@msanchez31 tener el valor para acercarme a ti lt3,es,4.262283503,-74.24367099999999,city,Colombia,1416781950.0,840678517,551,False,tu,Wed Aug 05 01:25:01 +0000 2015,,"Reggae es vida, Reggae es MI  vida.
INSTAGRAM: laura__9915"
7330,@jodidoprotagoni esa materia es obligatoria para ti o,es,5.083482498,-73.9911015,city,Colombia,847694160.0,847694160,307,False,tu,Wed Aug 05 01:25:25 +0000 2015,"Medellin, Colombia","Un amor para toda la vida ll °)
Estudiante de Estadistica #UN"
7334,@caesblackjack te amooo más gracias a ti siempre son los mejores,es,10.95807288,-74.849933,city,Colombia,386341992.0,417588408,874,False,tu,Wed Aug 05 01:26:11 +0000 2015,Un amor eterno 8 Estrellas <U+2606><U+2606><U+2606>,"Snapchat : schadya1409; Hazme una pregunta  http://m.ask.fm/Schadya   ; Instagram : schadya0814.  Santiago , Sebas , Camilo  mis tres amores<U+2606><U+2606><U+2606>{02} <U+2661><U+2661><U+2661>"
