,text,lang,place_lat,place_lon,place_type,country,in_reply_to_user_id_str,user_id_str,followers_count,verified,pronoun,created_at,location,description
40861,yo hago el café pero usted lo endulza yo y mis hermanos,es,4.262283503,-74.243671,city,Colombia,,173863137,689,FALSE,ud,Mon Jul 20 13:25:32 +0000 2015,Popayán,"['haciendo', 'tesis', 'estudiante', 'de', 'economía', 'en', 'la', 'universidad', 'del', 'cauca']"
40884,yo me despido hoy de usted pero de sus recuerdos jamás me olvidaré u263a,es,4.262283503,-74.243671,city,Colombia,,3342007918,6036,FALSE,ud,Mon Jul 20 13:59:45 +0000 2015,"Bogotá, Colombia","['estudiante', 'de', 'gastronomía', 'u2661', 'enamorada', 'de', 'cada', 'parte', 'de', 'la', 'vida', 'de', 'las', 'personas', 'que', 'el', 'destino', 'pone', 'en', 'mi', 'caminou', '2663']"
40981,@melissasx15 parce usted es de lo más bonito que he visto,es,4.262283503,-74.243671,city,Colombia,2827718877,3323341721,74,FALSE,ud,Mon Jul 20 20:01:44 +0000 2015,,"['soy', 'afortunado', 'que', 'dios', 'y', 'la', 'vida', 'me', 'hayan', 'puesto', 'en', 'el', 'camino', 'correcto', 'estudiante', 'de', 'derecho', 'de', 'la', 'fuac', 'bogotá', 'colombia']"
41032,con usted seria una tarde perfecta,es,5.843927497,-73.5553685,city,Colombia,,397225623,472,FALSE,ud,Mon Jul 20 20:36:18 +0000 2015,Tunja ,"['estudiante', 'de', 'ing', 'civil', 'santo', 'tomas', 'millonarios', 'fc', 'instagram', 'dianacarolinaguilar']"
41053,usted no peca por inocente peca por bruta que no es igual ni es lo mismo,es,10.95807288,-74.849933,city,Colombia,,159929557,126,FALSE,ud,Wed Jul 15 14:37:12 +0000 2015,colombia,"['estudiante', 'de', 'administración', 'de', 'empresas', 'esposa', 'y', 'madre', 'loca', 'de', 'amor']"
41058,y usted ya sonrió hoy,es,8.075581894,-72.4770928,city,Colombia,,184813662,196,FALSE,ud,Wed Jul 15 14:42:26 +0000 2015,"Cúcuta,Colombia","['cambia', 'el', 'mundo', 'a', 'tu', 'mejor', 'manera', 'diseñador', 'industrial', 'estudiante', 'ing', 'biotecnologíca', 'instagram', '@sebasmarquez']"
41060,personas que tienen de todo y no valoran nada entonces usted tiene de todo menos cerebro,es,10.95807288,-74.849933,city,Colombia,,159929557,126,FALSE,ud,Wed Jul 15 14:43:02 +0000 2015,colombia,"['estudiante', 'de', 'administración', 'de', 'empresas', 'esposa', 'y', 'madre', 'loca', 'de', 'amor']"
41067,usted me hace cambio de luces y me pone a patinar,es,4.262283503,-74.243671,city,Colombia,,109145059,288,FALSE,ud,Wed Jul 15 16:10:05 +0000 2015,Bogotá,"['estudiante', 'trabajo', 'social', 'vale', 'la', 'pena', 'luchar', 'por', 'lo', 'que', 'vale', 'la', 'pena', 'tener', '#silvestrista']"
41115,@leomonsa @jhonhenryr @rcnradio @noticiasrcn no me imagino entonces lo noticieros de venezuela si usted cree que rcn es bueno,es,11.07346239,-73.92732164,city,Colombia,50548948,36252602,1429,FALSE,ud,Wed Jul 15 17:10:14 +0000 2015,"Santa Marta, Colombia","['grupo', 'salva', 'tu', 'rio', 'estudiante', 'de', 'derecho', 'ambientalista', 'animalista', 'ciclistatenistavoleybolistawaterpolista', 'amateur', 'cinefila', 'proudlgbt']"
41133,usted viva su vida que yo la mía la vivo feliz tranquilo y sin meterme en la suya #silvestresfcd,es,4.262283503,-74.243671,city,Colombia,,1398339805,522,FALSE,ud,Wed Jul 15 17:24:20 +0000 2015,Choachi Colombia :),"['dios', 'u2665', 'estudiante', 'seguridad', 'salud', 'en', 'el', 'trabajo', 'termales', 'santa', 'mónica', 'mis', 'opiniones', 'no', 'reflejan', 'mi', 'personalidad', 'amo', 'mi', 'ma', 'u2665']"
41227,@juanmansantos @cgurisattintn24 dr santos usted es un mal presidente pero un buen payaso,es,4.262283503,-74.243671,city,Colombia,64839766,172603488,27,FALSE,ud,Wed Jul 15 18:27:38 +0000 2015,,"['estudiante', 'de', 'economía', 'en', 'la', 'universidad', 'de', 'salle', 'bogota', 'colombia']"
41228,@juanmansantos pretende usted que a los narcotraficantes terroristas secuestradores asesinos y no los llamemos por su nombre que tal,es,5.056934001,-75.560285,city,Colombia,64839766,69831334,39,FALSE,ud,Wed Jul 15 18:27:50 +0000 2015,Manizales,"['estudiante', 'de', 'derecho', 'administración', 'publica', 'y', 'relaciones', 'internacionales']"
41295,usted como por que no se suicida haría más por el mundo,es,3.364181997,-76.49608,city,Colombia,,280761817,208,FALSE,ud,Wed Jul 15 19:16:46 +0000 2015,Cali Colombia,"['estudiante', 'de', 'fisioterapia', 'escuela', 'nacional', 'del', 'deporte', 'amo', 'los', 'gatos', 'los', 'tattoos', 'y', 'los', 'jean', 'rotos', 'no', 'se', 'crea', 'todo', 'lo', 'que', 'lea', 'aquí']"
41358,@jcamilosantos jejejeje y usted como sabe que compañero buena esa,es,10.39044865,-75.5496353,city,Colombia,2932806592,1569090504,225,FALSE,ud,Wed Jul 15 20:16:08 +0000 2015,CARTAGENA/BOLIVAR,"['estudiante', 'de', 'administración', 'y', 'finanzas', 'en', 'el', 'sena']"
41368,mi mamá me ve muy feliz y me dice y a usted que le pasó que se fumó o que jajaja ayy,es,5.038591498,-74.015434,city,Colombia,,437101121,432,FALSE,ud,Wed Jul 15 20:24:50 +0000 2015,,"['el', 'problema', 'no', 'es', 'la', 'vida', 'es', 'la', 'mente', 'estudiante', 'de', 'biología', 'umng']"
41396,usted con ese desamor me enseñó a valorarme y a no estar humillando mi corazón por un amor que quiere a ratitos,es,4.262283503,-74.243671,city,Colombia,,302836428,69,FALSE,ud,Wed Jul 15 20:56:02 +0000 2015,Colombia,"['estudiante', 'de', 'psicología', 'apasionada', 'por', 'la', 'música', 'y', 'la', 'lectura', 'en', 'especial', 'poesía']"
41475,le dejaría a hablar todos por usted,es,4.448673,-75.3155775,city,Colombia,,303495474,683,FALSE,ud,Wed Jul 15 22:46:37 +0000 2015,,"['estudiante', 'de', 'derecho', 'y', 'administración', 'de', 'empresas', 'ibague', 'colombia']"
41488,ay parce que pereza con usted,es,4.811547,-75.6123815,city,Colombia,,121908292,367,FALSE,ud,Wed Jul 15 22:53:23 +0000 2015,¡Póg mo thóin!,"['estudiante', 'de', 'medicina']"
41625,uy mi amor ud tiene ese sapo más grande que el del acueducto #mañanerocol,es,4.262283503,-74.243671,city,Colombia,,109693179,162,FALSE,ud,Thu Jul 16 13:23:43 +0000 2015,Bogota,"['estudiante', 'de', 'derecho', 'en', 'la', 'universidad', 'politécnico', 'grancolombiano', 'amante', 'al', 'mejor', 'futbol', 'y', 'equipo', 'del', 'mundo', 'el', 'real', 'madrid', 'fc', 'whatsapp', '3143869197']"
41628,uy mi amor a usted no le dieron leche cuando pequeña sino levadura mírate ese pan #mañanerocol,es,4.262283503,-74.243671,city,Colombia,,109693179,162,FALSE,ud,Thu Jul 16 13:24:15 +0000 2015,Bogota,"['estudiante', 'de', 'derecho', 'en', 'la', 'universidad', 'politécnico', 'grancolombiano', 'amante', 'al', 'mejor', 'futbol', 'y', 'equipo', 'del', 'mundo', 'el', 'real', 'madrid', 'fc', 'whatsapp', '3143869197']"
41638,uy mi amor ud tiene ese cu como para destapar botellas #mañanerocol,es,4.262283503,-74.243671,city,Colombia,,109693179,162,FALSE,ud,Thu Jul 16 13:31:52 +0000 2015,Bogota,"['estudiante', 'de', 'derecho', 'en', 'la', 'universidad', 'politécnico', 'grancolombiano', 'amante', 'al', 'mejor', 'futbol', 'y', 'equipo', 'del', 'mundo', 'el', 'real', 'madrid', 'fc', 'whatsapp', '3143869197']"
