,text,lang,place_lat,place_lon,place_type,country,in_reply_to_user_id_str,user_id_str,followers_count,verified,pronoun,created_at,location,description,ngram
2538,los días que tú juegas son todo lo que soy #halamadridu2665,es,5.182792502,-75.912807,city,Colombia,,857248926,638,False,tu,Sun Jul 26 20:17:29 +0000 2015,"Belén De Umbría, Colombia",100% Merengue de corazón ^^ #HalaMadrid<U+2665> ! | AS= Maluma ! | Amo la electrónica<U+2665> ! | #CR7 #VivaRonaldo ! | ID online: Majestic-772 !,"('todo', 'lo', 'que')"
2717,encontre todo lo que me gustaba en ti,es,4.262283503,-74.24367099999999,city,Colombia,,385122972,346,False,tu,Sun Jul 26 17:07:34 +0000 2015,,"Bogotá-Colombia.
Estudiante de Filosofía e Historia UGC.  23.03.14<U+2665>","('todo', 'lo', 'que')"
2719,fui fanático de todo lo que eres tú,es,6.174511496,-75.6365725,city,Colombia,,410254250,445,False,tu,Sun Jul 26 17:09:08 +0000 2015,"Medellín, Antioquia",Instagram: BrahianAlexis21,"('todo', 'lo', 'que')"
2771,todo lo que hago lo hago por ti,es,10.95807288,-74.849933,city,Colombia,,359850768,627,False,tu,Sun Jul 26 17:24:51 +0000 2015,Colombia,I better fuck what you say. Macklemore & Ryan Lewis Borgore porta.,"('todo', 'lo', 'que')"
2808,todo lo que tiene que ver contigo me hace mucha falta,es,10.95807288,-74.849933,city,Colombia,,531739429,517,False,tu,Sun Jul 26 00:19:54 +0000 2015,,.,"('todo', 'lo', 'que')"
2953,no necesito a nadie mas si estas conmigo contigo lo tengo todo y eres todo lo que quiero 28u2665,es,4.262283503,-74.24367099999999,city,Colombia,,465123206,1263,False,tu,Sat Jul 25 23:55:26 +0000 2015,bogota,,"('todo', 'lo', 'que')"
3004,@laurasp23 te amo mi pedacito de luna y gracias a ti por ser toda mi felicidad y todo lo que quiero u2764,es,4.262283503,-74.24367099999999,city,Colombia,1252223418.0,319967375,100,False,tu,Sun Jul 26 15:24:54 +0000 2015,"Bogotá,Colombia","Estudiante de Derecho. 
Universidad Santo Tomas.
*-*Soccer!!
Arquero!
whatsapp: 3193040389","('todo', 'lo', 'que')"
3161,@angieceli te amo con mi vida entera y hasta mas bebita si ves todo lo que hago por ti,es,4.262283503,-74.24367099999999,city,Colombia,273125849.0,2154376649,468,False,tu,Mon Jul 27 00:25:59 +0000 2015,"Bogotá, Colombia",?sam smith.<U+2693><U+FE0F> little sailor-monster. gaga-eternally? Ed.Sheeran <U+273F>LUANNA?PEREZ<U+2740> houseSTARK.,"('todo', 'lo', 'que')"
3182,soy todo lo que soy porque tú eres todo lo que quiero,es,4.262283503,-74.24367099999999,city,Colombia,,2897032609,104,False,tu,Mon Jul 27 09:48:40 +0000 2015,,"Las buenas oportunidades no se dan dos veces en la vida, hay que aprovechar cada momento.
01~18","('todo', 'lo', 'que')"
3411,los enemigos realmente no te odian se odian a ellos mismos porque tú eres el reflejo de todo lo que ellos quisieran ser,es,10.39044865,-75.5496353,city,Colombia,,332483684,3040,False,tu,Mon Jul 27 20:01:03 +0000 2015,Cartagena-Colombia <U+2665>,"Nivel 18, No llegarás imaginar lo que tengo en mi mente. culero de corazón<U+2764> siempre sera 25 de ese mes.// escritor de https://t.co/5jYgphyZOZ","('todo', 'lo', 'que')"
3508,todo lo que siento es especial cuando estoy contigo,es,4.262283503,-74.24367099999999,city,Colombia,,1301348232,618,False,tu,Mon Jul 27 20:59:11 +0000 2015,,"Sabes mi nombre pero no mi historia,porque mi historia a nadie le importa una mierda. N.A-V.D-T.A-Putorraider.
<U+262F>","('todo', 'lo', 'que')"
4052,tienes dentro de ti todo lo que necesitas para superar los desafíos de la vida,es,6.270882997999999,-75.619213,city,Colombia,,367553509,855,False,tu,Mon Jul 27 23:16:56 +0000 2015,medellin antioquia,Soy persona muy chevere me gusta mucho el futbol colombiano  y el futbol exterior soy hincha del nacional lo amoooo y envigado lo quiero mucho con todo mi <U+2665>,"('todo', 'lo', 'que')"
4265,todo lo que hago es para ti para que seas feliz cuidarte es mi pasión y llenarte de mucho amor,es,10.39044865,-75.5496353,city,Colombia,,388007859,132,False,tu,Thu Jul 30 00:57:21 +0000 2015,cartagena Colombia ,"Me gusta el deporte, pongo en practica la ley de la atracción y creo plenamente en que seré   una persona exitosa.","('todo', 'lo', 'que')"
4334,por ti todo lo que ago lo ago por ti u263au2665 25,es,4.262283503,-74.24367099999999,city,Colombia,,277191130,769,False,tu,Thu Jul 30 01:21:54 +0000 2015,colombia,Instagram Breinerosorio Wapp 3017665290 Snap Breinerplata1,"('todo', 'lo', 'que')"
4352,ya no sé qué esperas de mí si decir o actuar para ti todo lo que haga está mal,es,4.262283503,-74.24367099999999,city,Colombia,,2439186264,232,False,tu,Thu Jul 30 01:27:07 +0000 2015,,,"('todo', 'lo', 'que')"
4371,todo lo que había soñado lo quería contigo,es,3.047800002,-76.482035,city,Colombia,,455650211,2494,False,tu,Thu Jul 30 02:27:43 +0000 2015,"Por toda colombia, CO",Aca solo leeras el producto de mi imaginacion.,"('todo', 'lo', 'que')"
4409,porque estar enamorado es lo más bonito la felicidad más grande tú me la has dado eres todo lo que en la vida yo necesito,es,4.448673,-75.3155775,city,Colombia,,1033636230,250,False,tu,Thu Jul 30 02:39:20 +0000 2015,,whatsapp: 3043907247,"('todo', 'lo', 'que')"
4413,doy todo lo que soy porque contigo siempre encuentro conexión,es,4.262283503,-74.24367099999999,city,Colombia,,341691979,1029,False,tu,Thu Jul 30 02:40:41 +0000 2015,,,"('todo', 'lo', 'que')"
4481,todo lo que necesito está en ti,es,4.262283503,-74.24367099999999,city,Colombia,,553110556,1112,False,tu,Thu Jul 30 02:23:05 +0000 2015,,*<U+2665> Despertarme y en lo primero que pienso es en ti,"('todo', 'lo', 'que')"
4640,todo lo que venga pero contigo,es,10.39044865,-75.5496353,city,Colombia,,332483684,3078,False,tu,Wed Jul 29 23:48:25 +0000 2015,Cartagena-Colombia <U+2665>,"Nivel 18, No llegarás imaginar lo que tengo en mi mente. culero de corazón<U+2764> siempre sera 25 de ese mes.// escritor de https://t.co/5jYgphyZOZ","('todo', 'lo', 'que')"
4709,amo todo lo que he creado junto a ti,es,6.360579502999999,-75.606961,city,Colombia,,184510500,81,False,tu,Thu Jul 30 02:52:30 +0000 2015,Colombia,Comienza de nuevo.,"('todo', 'lo', 'que')"
4827,@valenbeltran21 enamorado es poco para todo lo que siento por ti 13 lt3,es,4.262283503,-74.24367099999999,city,Colombia,3098041437.0,2373984734,792,False,tu,Thu Jul 30 01:36:03 +0000 2015,IBAGUE-TOLIMA,"OLVIDANDO LAS COSAS QUE REFLEJAN TRISTEZAS ,ARMANDOME UN BARETO ME GOLPEO LA CABEZA..<U+266A>","('todo', 'lo', 'que')"
4964,cada sentimiento es verdadero eres todo lo que quiero y no dudes que te amo solo a ti,es,10.90063338,-74.65783138,city,Colombia,,512461319,413,False,tu,Fri Jul 31 18:52:24 +0000 2015,,"Un futuro, un propósito, un sacrificio <U+2708>/06/02/2012-/27/05/2015(EDBR) De Rodilla Ante Dios De Pie Contra El Mundo.. 20/03/1996 amor eterno","('todo', 'lo', 'que')"
5075,te juro @facugambande que siempre estaré junto a ti siempre al pie del cañón siempre te apoyare en todo lo que hagas promesa,es,4.262283503,-74.24367099999999,city,Colombia,,2830688867,352,False,tu,Fri Jul 31 21:21:05 +0000 2015,Cuenta Creada El 14/10/2014,"<U+26A0>Soy Una Colombiana, Amando A Una Española Y Un Argetino<U+26A0> <U+26A0>@Facugambande Mi Príncipe <U+26A0> <U+26A0>@Albariconavarro Mi Princesa <U+26A0> <U+26A0>#Facunatica #Albanatica #Falba #Naxi<U+26A0>","('todo', 'lo', 'que')"
5079,tú eres todo todo lo que tengo en la vida,es,4.262283503,-74.24367099999999,city,Colombia,,292685479,1846,False,tu,Fri Jul 31 21:23:58 +0000 2015,Bogotá D.C.,Samberlad.,"('todo', 'lo', 'que')"
5142,si te he dado todo lo que tengo que hasta he quedado en deuda conmigo mismo y todavía preguntas si te quiero tú de que vas,es,4.448673,-75.3155775,city,Colombia,,79601786,658,False,tu,Fri Jul 31 21:58:20 +0000 2015,Colombia,Tenia oasis en sus desiertos. 5H,"('todo', 'lo', 'que')"
5191,todo lo que soy todo lo que he vivido ha sido el camino para estar contigo y si por este error te me vas de la vida,es,4.262283503,-74.24367099999999,city,Colombia,,1721880158,865,False,tu,Fri Jul 31 22:21:24 +0000 2015,,<U+2665>,"('todo', 'lo', 'que')"
5198,por tú eres todo lo que quiero,es,4.262283503,-74.24367099999999,city,Colombia,,370169469,295,False,tu,Fri Jul 31 22:22:55 +0000 2015,"Bogotá, Colombia","Estudiante de Negocios Internacionales.
Siempre voy de la mano de Dios.","('todo', 'lo', 'que')"
5250,todo lo que quierolo quiero de ti pero no te puedo tener todo lo que necesito lo necesito de ti pero no te puedo tener,es,5.083482498,-73.9911015,city,Colombia,,733585554,1332,False,tu,Fri Jul 31 19:57:03 +0000 2015,,"Enamorada de la arquitectura y del arte en general.                                                               No vivo para ser la mejor, vivo para ser feliz","('todo', 'lo', 'que')"
5745,todo lo q tengo y todo lo que soy es gracias a ti aqui estoy intentando siempre darle una sonrisa a la vida #gr,es,10.9981905,-74.89925699,city,Colombia,,479697855,165,False,tu,Sun Aug 02 22:58:40 +0000 2015,Barranquilla,"Administrador de empresas, Especialista en Alta Gerencia. Mi familia es lo mas importante.","('todo', 'lo', 'que')"
5791,@chayanecolombia @chayannemusic te seguimos esperando con todo lo que teníamos para ti tu regalo sigue aguardando por ti,es,2.9887364969999997,-75.3222715,city,Colombia,1265409588.0,2814084852,73,False,tu,Sun Aug 02 23:58:33 +0000 2015,Colombia : Neiva - Huila,"mujer sincera , leal y sin pelos en la lengua para decir la verdad","('todo', 'lo', 'que')"
5883,no todo lo que tú ves o sientes los demás deben saberlo,es,5.056934001,-75.560285,city,Colombia,,2544148253,952,False,tu,Mon Aug 03 17:39:09 +0000 2015,Colombia,estar orgullosa de @TiniStoessel es poco<U+2764>,"('todo', 'lo', 'que')"
5929,se siente tan bien todo lo que hace mal y contigo nunca es suficiente,es,10.95807288,-74.849933,city,Colombia,,399753054,56,False,tu,Mon Aug 03 18:09:32 +0000 2015,colombia,"mi meta y mi pasion, ser una profesional en todo lo que me proponga para mi futuro","('todo', 'lo', 'que')"
5932,tengo mis sueños contigo todo lo que se tu me lo has enseñado,es,10.95807288,-74.849933,city,Colombia,,3295387887,91,False,tu,Mon Aug 03 18:11:13 +0000 2015,,TU  VIDA TOMO OTRO RUMBO A UN LUGAR DONDE SE RESPIRA PAZ <U+270C>,"('todo', 'lo', 'que')"
6063,hola vine a decirte que estoy muy orgullosa de ti de todo lo que has logrado y tambien vine a darte las gracias por tantas cosas que,es,4.262283503,-74.24367099999999,city,Colombia,,2490434221,413,False,tu,Mon Aug 03 01:26:49 +0000 2015, Bogotá,Sebastián es mi fuerza. #pdc  |Laura Amortegui|9.|22-06-2015|11.07.2015|12.07.2015 1:35 pm.,"('todo', 'lo', 'que')"
6097,@cocidocerebral no amr tú acósame todo lo que quieras,es,4.262283503,-74.24367099999999,city,Colombia,382665515.0,420762331,419,False,tu,Mon Aug 03 01:39:04 +0000 2015,,,"('todo', 'lo', 'que')"
6099,de todo lo que tu acostumbras soy contradicción creo que eso es lo que a ti te llama,es,4.262283503,-74.24367099999999,city,Colombia,,1625906582,234,False,tu,Mon Aug 03 01:39:34 +0000 2015,Colombia,Comunicadora social y periodista en formación <U+2665>,"('todo', 'lo', 'que')"
6124,por ti todo lo que haga lo hago por ti,es,10.95807288,-74.849933,city,Colombia,,1375581822,863,False,tu,Mon Aug 03 15:44:05 +0000 2015,BOCA JUNIORS<U+263A><U+263A>,"ONIKA TANYA MARAJ,LUIS MIGUEL CORONEL GAMEZ, KUETSGIRL, WILOMANIATICA, KALETH MORALES,SILVESTRE DANGOND, CALLE 13, BOSTERA*-*","('todo', 'lo', 'que')"
6227,es difícil esperar por algo que tú sabes que nunca pasará pero es aún más difícil renunciar cuando sabes que es todo lo que quieres,es,10.95807288,-74.849933,city,Colombia,,549106852,89,False,tu,Mon Aug 03 16:39:00 +0000 2015,"Barranquilla, Colombia","Patrullero De La Policia Nacional, Barranquillerisimo,  sincero, legal, me gusta la gente honesta, hincha a morir del @IndSantaFeCO.","('todo', 'lo', 'que')"
6299,ante mis ojos eres el ser más perfecto un te amo no expresa todo lo que siento por ti enamoras a diario,es,5.056934001,-75.560285,city,Colombia,,117193137,388,False,tu,Mon Aug 03 17:23:12 +0000 2015,DayroMoreno17<U+2661>Pereira-Colombia,"13/06/2010<U+2661>....FÚTBOL<U+26BD>Once Caldas,Racing,Real Madrid,http://M.City<U+2661>....6-14","('todo', 'lo', 'que')"
6479,yo no tengo la culpa de que me gustes la culpa la tienes tú por tener todo lo que me encanta,es,4.262283503,-74.24367099999999,city,Colombia,,2527676330,658,False,tu,Mon Aug 03 01:54:30 +0000 2015,MALUMA,<U+263A><U+2665><U+2665><U+263A>,"('todo', 'lo', 'que')"
6484,que lindo es todo lo que yo siento por ti y lo poco que tu sientes por mi,es,5.878607,-73.0912995,city,Colombia,,748114825,576,False,tu,Mon Aug 03 01:56:24 +0000 2015,Colombia,"Atlético Nacional-- Este sentimiento lo sentimos gracias a voz- Eres la alegría del mundo entero//Viviana Latorre // MARIA FERNANDA, 02 de julio","('todo', 'lo', 'que')"
6544,volverte a ver es todo lo que quiero hacer volverte a ver para poderme reponer porque sin ti mi vida yo no soy feliz,es,6.174511496,-75.6365725,city,Colombia,,1323262843,553,False,tu,Mon Aug 03 02:13:14 +0000 2015,colombia,meet me halfway,"('todo', 'lo', 'que')"
6729,llevo tu camiseta pegada al corazón los días que tú juegas son todo lo que soy,es,4.262283503,-74.24367099999999,city,Colombia,,592048087,594,False,tu,Tue Aug 04 17:58:51 +0000 2015,Colombia-Venezuela,"Solo Tuiteo Y ya, Soy Madridista de <U+2665> #25TalentoSantotomas Cr7 #HalaMadrid??  300 6198754","('todo', 'lo', 'que')"
6968,todo lo que quiero quiero vivirlo contigo,es,8.075581893999999,-72.4770928,city,Colombia,,519729508,5079,False,tu,Tue Aug 04 22:57:27 +0000 2015,,"level 19 - October next, 20.","('todo', 'lo', 'que')"
7395,tu eres mi luz tu eres mi inspiración tu no te das cuenta todo lo que hago y lo que dejo de hacer solo por ti,es,4.262283503,-74.24367099999999,city,Colombia,,2290727657,507,False,tu,Wed Aug 05 01:42:44 +0000 2015,Bogotá D.C,<U+2665>Millonarios F.C<U+2665>C.A.D.C<U+2665>Whatsapp : 3003713269<U+2665>#27<U+2665>TE AMO<U+2665>27-11-12<U+2665> Wendy <U+2665>F.C.B<U+2665>M.F.C<U+2665>Laura Natalia Muñoz Muñoz<U+2665>Paula <U+2665>#02<U+2665>16-12-12<U+2665>,"('todo', 'lo', 'que')"
7419,cuando dudes de ti mismo dios te recuerda hasta donde haz llegado todo lo que haz enfrentado y todos los miedos que haz superado,es,6.139383498,-75.590644,city,Colombia,,77078118,1442,False,tu,Wed Aug 05 01:49:24 +0000 2015,,,"('todo', 'lo', 'que')"
7537,#felizcumpleañosbogotá en ti tengo todo lo que amo mi familia mi trabajo mi novia @lorenasanchezr mi vida mi @millosfcoficial,es,4.262283503,-74.24367099999999,city,Colombia,,376519392,439,False,tu,Thu Aug 06 13:37:27 +0000 2015,Bogota,Soy Bogotano y Embajador Soy Hincha Del Mas Veces Campeon - 16-12-2012 Yo Te Vi Campeon -,"('todo', 'lo', 'que')"
7546,mi masoquismo es absurdamente anormal porque sigo viendo tus fotos y todo lo que me recuerda a ti,es,7.063666499,-73.0964135,city,Colombia,,223579391,189,False,tu,Thu Aug 06 13:50:40 +0000 2015,,"I'm not a size 0, not beautiful or sexy, I'm not your tipe,  I don't have Long hair, perfect skin and curves. But I am me & that makes me perfect. <U+2693>","('todo', 'lo', 'que')"
7792,pero me gusta verte hablar yo sólo quiero estar contigo aunque no vayas a cambiar por ti todo lo que escribo lo escribo por tiu 266au266bu263au2665 ayyyy,es,11.07346239,-73.92732164,city,Colombia,,969152088,948,False,tu,Thu Aug 06 16:39:39 +0000 2015,,Santa Marta- Colombia.,"('todo', 'lo', 'que')"
7842,todo lo que hice por ti volvería a hacerlo sin fin y ahora queda sólo la lista de todo lo que por tu culpa perdí,es,4.262283503,-74.24367099999999,city,Colombia,,991493923,1114,False,tu,Thu Aug 06 17:05:43 +0000 2015,amo a john,,"('todo', 'lo', 'que')"
7850,todo lo que hago lo hago por tiu 2665,es,10.8392125,-74.814403,city,Colombia,,1093938649,275,False,tu,Mon Aug 10 19:14:20 +0000 2015,Barranquilla-Atlantico ,BF EN EL FONDO<U+2665><U+2665> Reggaeton Nicky Jam Tattos Piercing<U+2665> *-*http://instagram.co/jenniisandoval#,"('todo', 'lo', 'que')"
7856,un día voy a escribir todo lo que siento y vas a leerlo y a preguntarte si se trata de ti y probablemente sí y posiblemente ya no,es,6.908589711,-71.88148273,city,Colombia,,2996659961,182,False,tu,Mon Aug 10 19:18:32 +0000 2015,Colombia,Instagram: maridyad_rozo30,"('todo', 'lo', 'que')"
7902,por tiu 266a todo lo que hagolo hago por ti u266a @paisavlogs,es,4.262283503,-74.24367099999999,city,Colombia,,3074802963,166,False,tu,Mon Aug 10 19:47:04 +0000 2015,Colombia-Bogotá ,"Eres infinito en un mundo finito<U+2192>?PaisaVlogs?Daniel Patiño?
?Paisanas Crew? ?Paisana?
01.05.015<U+2192>Conocí a Dani.
21.07.015<U+2192>Me siguió

<U+2663>THE MILLS<U+2663>","('todo', 'lo', 'que')"
8028,diosito sabe todo el amor que te tengo todo lo que pido por ti y lo que significas para mí,es,7.144792999,-73.132697,city,Colombia,,1371053948,252,False,tu,Mon Aug 10 21:02:39 +0000 2015,Colombia,"La luna del Rey<U+2728>

#THECHURCH!","('todo', 'lo', 'que')"
8162,no sé si me gustas o te amo si te quiero o te necesito todo lo que sé es que me encanta la sensación que tengo cuando estoy contigo,es,6.270882997999999,-75.619213,city,Colombia,,621590628,96,False,tu,Mon Aug 10 22:21:20 +0000 2015,"Medellín, Antioquia",Siempre te valora más aquella persona que no te puede tener................. deportivo independiente medellín,"('todo', 'lo', 'que')"
8471,ya te darás cuenta de todo lo que hago por ti y a lo que estoy dispuesto a brindarte por el resto de la vida estas dispuesta al reto te amo,es,7.144792999,-73.132697,city,Colombia,,530952387,29,False,tu,Tue Aug 11 02:27:53 +0000 2015,"Bucaramanga, Santander",,"('todo', 'lo', 'que')"
8498,y si quedamos como amigos y si te cobro todo lo que me gaste contigo,es,4.262283503,-74.24367099999999,city,Colombia,,190858944,9622,False,tu,Tue Aug 11 02:33:44 +0000 2015,Bogota,pkpublicidad1225@gmail.com Diseñador Gráfico en @printerk1225 Wpp 3138977736 http://www.printerk.com,"('todo', 'lo', 'que')"
8583,@villalobossebas #mideseoenelyoutoures decirte todo lo que siento por ti abrazartelt 3,es,10.8392125,-74.814403,city,Colombia,181300983.0,1107777114,152,False,tu,Tue Aug 11 03:22:58 +0000 2015,,Sebastian Villalobos<U+2764>Abigastian,"('todo', 'lo', 'que')"
8730,tres meses sin ti se que me proteges y me ayudas me apoyas con todo lo que trato de obrar de tu parte,es,4.262283503,-74.24367099999999,city,Colombia,,603108769,710,False,tu,Tue Aug 11 04:14:49 +0000 2015,colombia - Bogota ,"snapchat:  Tatiflak 

Estudiante de Ingeniería Industrial 

<U+261D>Hasta el cielo , siempre cheer","('todo', 'lo', 'que')"
8733,quieres que te hable de mi no mejor hablame de ti que carajos te va a importar todo lo que sufri,es,10.95807288,-74.849933,city,Colombia,,2409849775,273,False,tu,Tue Aug 11 04:16:27 +0000 2015,,"De Pie Ante El Hombre , De Rodillas Ante Dios.
<U+2B50>MCKILLERMAFIA<U+2B50>
L.C.D.B","('todo', 'lo', 'que')"
8883,contigo me basta dios yo te entrego todo lo que soy,es,4.262283503,-74.24367099999999,city,Colombia,,3120389438,139,False,tu,Tue Aug 11 01:54:56 +0000 2015,"Bogotá, Colombia",home is where music sounds loud || músico || futuro ingeniero de sistemas,"('todo', 'lo', 'que')"
8917,sólo por ti verte feliz y darte todo lo que pidas de mi,es,4.262283503,-74.24367099999999,city,Colombia,,336852757,2327,False,tu,Tue Aug 11 02:01:36 +0000 2015,"Bogotá, Colombia","Sólo por ti, verte feliz y darte todo lo que pidas de mi.","('todo', 'lo', 'que')"
8934,contigo hago todo lo que siempre dije que no aria,es,6.270882997999999,-75.619213,city,Colombia,,2926217292,117,False,tu,Tue Aug 11 02:05:53 +0000 2015,Bogota ,<U+2665> Una Que me quiera y me valore .,"('todo', 'lo', 'que')"
